Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"EM","Emissions indicators","484","Mexico","7179","Emissions Share (CO2eq) (AR5) (F-gases)","6817","IPPU","2022","2022","%","100","E","Estimated value"
"EM","Emissions indicators","484","Mexico","7179","Emissions Share (CO2eq) (AR5) (F-gases)","6817","IPPU","2023","2023","%","100","E","Estimated value"
"EM","Emissions indicators","484","Mexico","7279","Emissions per capita","6817","IPPU","2016","2016","t CO2eq/cap","0.32","E","Estimated value"
"EM","Emissions indicators","484","Mexico","7279","Emissions per capita","6817","IPPU","2017","2017","t CO2eq/cap","0.33","E","Estimated value"
"EM","Emissions indicators","484","Mexico","7279","Emissions per capita","6817","IPPU","2018","2018","t CO2eq/cap","0.33","E","Estimated value"
"EM","Emissions indicators","484","Mexico","7279","Emissions per capita","6817","IPPU","2019","2019","t CO2eq/cap","0.34","E","Estimated value"
"EM","Emissions indicators","484","Mexico","7279","Emissions per capita","6817","IPPU","2020","2020","t CO2eq/cap","0.35","E","Estimated value"
"EM","Emissions indicators","484","Mexico","7279","Emissions per capita","6817","IPPU","2021","2021","t CO2eq/cap","0.36","E","Estimated value"
"EM","Emissions indicators","484","Mexico","7279","Emissions per capita","6817","IPPU","2022","2022","t CO2eq/cap","0.36","E","Estimated value"
"EM","Emissions indicators","484","Mexico","7279","Emissions per capita","6817","IPPU","2023","2023","t CO2eq/cap","0.36","E","Estimated value"
"EM","Emissions indicators","484","Mexico","726313","Emissions Share (CO2eq) (AR5)","6818","Waste","2016","2016","%","8.29","E","Estimated value"
"EM","Emissions indicators","484","Mexico","726313","Emissions Share (CO2eq) (AR5)","6818","Waste","2017","2017","%","8.6","E","Estimated value"
"EM","Emissions indicators","484","Mexico","726313","Emissions Share (CO2eq) (AR5)","6818","Waste","2018","2018","%","8.68","E","Estimated value"
"EM","Emissions indicators","484","Mexico","726313","Emissions Share (CO2eq) (AR5)","6818","Waste","2019","2019","%","8.79","E","Estimated value"
"EM","Emissions indicators","484","Mexico","726313","Emissions Share (CO2eq) (AR5)","6818","Waste","2020","2020","%","9.29","E","Estimated value"
"EM","Emissions indicators","484","Mexico","726313","Emissions Share (CO2eq) (AR5)","6818","Waste","2021","2021","%","8.97","E","Estimated value"
"EM","Emissions indicators","484","Mexico","726313","Emissions Share (CO2eq) (AR5)","6818","Waste","2022","2022","%","8.82","E","Estimated value"
"EM","Emissions indicators","484","Mexico","726313","Emissions Share (CO2eq) (AR5)","6818","Waste","2023","2023","%","8.83","E","Estimated value"
"EM","Emissions indicators","484","Mexico","7264","Emissions Share (CO2)","6818","Waste","2016","2016","%","0.09","E","Estimated value"
"EM","Emissions indicators","484","Mexico","7264","Emissions Share (CO2)","6818","Waste","2017","2017","%","0.09","E","Estimated value"
"EM","Emissions indicators","484","Mexico","7264","Emissions Share (CO2)","6818","Waste","2018","2018","%","0.1","E","Estimated value"
"EM","Emissions indicators","484","Mexico","7264","Emissions Share (CO2)","6818","Waste","2019","2019","%","0.1","E","Estimated value"
"EM","Emissions indicators","484","Mexico","7264","Emissions Share (CO2)","6818","Waste","2020","2020","%","0.1","E","Estimated value"
"EM","Emissions indicators","484","Mexico","7264","Emissions Share (CO2)","6818","Waste","2021","2021","%","0.1","E","Estimated value"
"EM","Emissions indicators","484","Mexico","7264","Emissions Share (CO2)","6818","Waste","2022","2022","%","0.1","E","Estimated value"
"EM","Emissions indicators","484","Mexico","7264","Emissions Share (CO2)","6818","Waste","2023","2023","%","0.1","E","Estimated value"
"EM","Emissions indicators","484","Mexico","7265","Emissions Share (CH4)","6818","Waste","2016","2016","%","39.69","E","Estimated value"
"EM","Emissions indicators","484","Mexico","7265","Emissions Share (CH4)","6818","Waste","2017","2017","%","40.09","E","Estimated value"
"EM","Emissions indicators","484","Mexico","7265","Emissions Share (CH4)","6818","Waste","2018","2018","%","40.67","E","Estimated value"
"EM","Emissions indicators","484","Mexico","7265","Emissions Share (CH4)","6818","Waste","2019","2019","%","40.87","E","Estimated value"
"EM","Emissions indicators","484","Mexico","7265","Emissions Share (CH4)","6818","Waste","2020","2020","%","41.19","E","Estimated value"
"EM","Emissions indicators","484","Mexico","7265","Emissions Share (CH4)","6818","Waste","2021","2021","%","41.61","E","Estimated value"
"EM","Emissions indicators","484","Mexico","7265","Emissions Share (CH4)","6818","Waste","2022","2022","%","41.86","E","Estimated value"
"EM","Emissions indicators","484","Mexico","7265","Emissions Share (CH4)","6818","Waste","2023","2023","%","41.8","E","Estimated value"
"EM","Emissions indicators","484","Mexico","7266","Emissions Share (N2O)","6818","Waste","2016","2016","%","4.65","E","Estimated value"
"EM","Emissions indicators","484","Mexico","7266","Emissions Share (N2O)","6818","Waste","2017","2017","%","4.66","E","Estimated value"
"EM","Emissions indicators","484","Mexico","7266","Emissions Share (N2O)","6818","Waste","2018","2018","%","4.91","E","Estimated value"
"EM","Emissions indicators","484","Mexico","7266","Emissions Share (N2O)","6818","Waste","2019","2019","%","4.84","E","Estimated value"
"EM","Emissions indicators","484","Mexico","7266","Emissions Share (N2O)","6818","Waste","2020","2020","%","5","E","Estimated value"
"EM","Emissions indicators","484","Mexico","7266","Emissions Share (N2O)","6818","Waste","2021","2021","%","5.17","E","Estimated value"
"EM","Emissions indicators","484","Mexico","7266","Emissions Share (N2O)","6818","Waste","2022","2022","%","5.41","E","Estimated value"
"EM","Emissions indicators","484","Mexico","7266","Emissions Share (N2O)","6818","Waste","2023","2023","%","5.14","E","Estimated value"
"EM","Emissions indicators","484","Mexico","7279","Emissions per capita","6818","Waste","2016","2016","t CO2eq/cap","0.47","E","Estimated value"
"EM","Emissions indicators","484","Mexico","7279","Emissions per capita","6818","Waste","2017","2017","t CO2eq/cap","0.48","E","Estimated value"
"EM","Emissions indicators","484","Mexico","7279","Emissions per capita","6818","Waste","2018","2018","t CO2eq/cap","0.48","E","Estimated value"
"EM","Emissions indicators","484","Mexico","7279","Emissions per capita","6818","Waste","2019","2019","t CO2eq/cap","0.49","E","Estimated value"
"EM","Emissions indicators","484","Mexico","7279","Emissions per capita","6818","Waste","2020","2020","t CO2eq/cap","0.49","E","Estimated value"
"EM","Emissions indicators","484","Mexico","7279","Emissions per capita","6818","Waste","2021","2021","t CO2eq/cap","0.49","E","Estimated value"
"EM","Emissions indicators","484","Mexico","7279","Emissions per capita","6818","Waste","2022","2022","t CO2eq/cap","0.5","E","Estimated value"
"EM","Emissions indicators","484","Mexico","7279","Emissions per capita","6818","Waste","2023","2023","t CO2eq/cap","0.5","E","Estimated value"
"EM","Emissions indicators","484","Mexico","726313","Emissions Share (CO2eq) (AR5)","6819","Other","2016","2016","%","0.31","E","Estimated value"
"EM","Emissions indicators","484","Mexico","726313","Emissions Share (CO2eq) (AR5)","6819","Other","2017","2017","%","0.31","E","Estimated value"
"EM","Emissions indicators","484","Mexico","726313","Emissions Share (CO2eq) (AR5)","6819","Other","2018","2018","%","0.29","E","Estimated value"
"EM","Emissions indicators","484","Mexico","726313","Emissions Share (CO2eq) (AR5)","6819","Other","2019","2019","%","0.3","E","Estimated value"
"EM","Emissions indicators","484","Mexico","726313","Emissions Share (CO2eq) (AR5)","6819","Other","2020","2020","%","0.25","E","Estimated value"
"EM","Emissions indicators","484","Mexico","726313","Emissions Share (CO2eq) (AR5)","6819","Other","2021","2021","%","0.22","E","Estimated value"
"EM","Emissions indicators","484","Mexico","726313","Emissions Share (CO2eq) (AR5)","6819","Other","2022","2022","%","0.24","E","Estimated value"
"EM","Emissions indicators","484","Mexico","726313","Emissions Share (CO2eq) (AR5)","6819","Other","2023","2023","%","0.24","E","Estimated value"
"EM","Emissions indicators","484","Mexico","7266","Emissions Share (N2O)","6819","Other","2016","2016","%","5.15","E","Estimated value"
"EM","Emissions indicators","484","Mexico","7266","Emissions Share (N2O)","6819","Other","2017","2017","%","5.08","E","Estimated value"
"EM","Emissions indicators","484","Mexico","7266","Emissions Share (N2O)","6819","Other","2018","2018","%","4.79","E","Estimated value"
"EM","Emissions indicators","484","Mexico","7266","Emissions Share (N2O)","6819","Other","2019","2019","%","4.96","E","Estimated value"
"EM","Emissions indicators","484","Mexico","7266","Emissions Share (N2O)","6819","Other","2020","2020","%","3.95","E","Estimated value"
"EM","Emissions indicators","484","Mexico","7266","Emissions Share (N2O)","6819","Other","2021","2021","%","3.8","E","Estimated value"
"EM","Emissions indicators","484","Mexico","7266","Emissions Share (N2O)","6819","Other","2022","2022","%","4.33","E","Estimated value"
"EM","Emissions indicators","484","Mexico","7266","Emissions Share (N2O)","6819","Other","2023","2023","%","4.21","E","Estimated value"
"EM","Emissions indicators","484","Mexico","7279","Emissions per capita","6819","Other","2016","2016","t CO2eq/cap","0.02","E","Estimated value"
"EM","Emissions indicators","484","Mexico","7279","Emissions per capita","6819","Other","2017","2017","t CO2eq/cap","0.02","E","Estimated value"
"EM","Emissions indicators","484","Mexico","7279","Emissions per capita","6819","Other","2018","2018","t CO2eq/cap","0.02","E","Estimated value"
"EM","Emissions indicators","484","Mexico","7279","Emissions per capita","6819","Other","2019","2019","t CO2eq/cap","0.02","E","Estimated value"
"EM","Emissions indicators","484","Mexico","7279","Emissions per capita","6819","Other","2020","2020","t CO2eq/cap","0.01","E","Estimated value"
"EM","Emissions indicators","484","Mexico","7279","Emissions per capita","6819","Other","2021","2021","t CO2eq/cap","0.01","E","Estimated value"
"EM","Emissions indicators","484","Mexico","7279","Emissions per capita","6819","Other","2022","2022","t CO2eq/cap","0.01","E","Estimated value"
"EM","Emissions indicators","484","Mexico","7279","Emissions per capita","6819","Other","2023","2023","t CO2eq/cap","0.01","E","Estimated value"
"EM","Emissions indicators","484","Mexico","726313","Emissions Share (CO2eq) (AR5)","6825","All sectors with LULUCF","2016","2016","%","100","E","Estimated value"
"EM","Emissions indicators","484","Mexico","726313","Emissions Share (CO2eq) (AR5)","6825","All sectors with LULUCF","2017","2017","%","100","E","Estimated value"
"EM","Emissions indicators","484","Mexico","726313","Emissions Share (CO2eq) (AR5)","6825","All sectors with LULUCF","2018","2018","%","100","E","Estimated value"
"EM","Emissions indicators","484","Mexico","726313","Emissions Share (CO2eq) (AR5)","6825","All sectors with LULUCF","2019","2019","%","100","E","Estimated value"
"EM","Emissions indicators","484","Mexico","726313","Emissions Share (CO2eq) (AR5)","6825","All sectors with LULUCF","2020","2020","%","100","E","Estimated value"
"EM","Emissions indicators","484","Mexico","726313","Emissions Share (CO2eq) (AR5)","6825","All sectors with LULUCF","2021","2021","%","100","E","Estimated value"
"EM","Emissions indicators","484","Mexico","726313","Emissions Share (CO2eq) (AR5)","6825","All sectors with LULUCF","2022","2022","%","100","E","Estimated value"
"EM","Emissions indicators","484","Mexico","726313","Emissions Share (CO2eq) (AR5)","6825","All sectors with LULUCF","2023","2023","%","100","E","Estimated value"
"EM","Emissions indicators","484","Mexico","7264","Emissions Share (CO2)","6825","All sectors with LULUCF","2016","2016","%","100","E","Estimated value"
"EM","Emissions indicators","484","Mexico","7264","Emissions Share (CO2)","6825","All sectors with LULUCF","2017","2017","%","100","E","Estimated value"
"EM","Emissions indicators","484","Mexico","7264","Emissions Share (CO2)","6825","All sectors with LULUCF","2018","2018","%","100","E","Estimated value"
"EM","Emissions indicators","484","Mexico","7264","Emissions Share (CO2)","6825","All sectors with LULUCF","2019","2019","%","100","E","Estimated value"
"EM","Emissions indicators","484","Mexico","7264","Emissions Share (CO2)","6825","All sectors with LULUCF","2020","2020","%","100","E","Estimated value"
"EM","Emissions indicators","484","Mexico","7264","Emissions Share (CO2)","6825","All sectors with LULUCF","2021","2021","%","100","E","Estimated value"
"EM","Emissions indicators","484","Mexico","7264","Emissions Share (CO2)","6825","All sectors with LULUCF","2022","2022","%","100","E","Estimated value"
"EM","Emissions indicators","484","Mexico","7264","Emissions Share (CO2)","6825","All sectors with LULUCF","2023","2023","%","100","E","Estimated value"
"EM","Emissions indicators","484","Mexico","7265","Emissions Share (CH4)","6825","All sectors with LULUCF","2016","2016","%","100","E","Estimated value"
"EM","Emissions indicators","484","Mexico","7265","Emissions Share (CH4)","6825","All sectors with LULUCF","2017","2017","%","100","E","Estimated value"
"EM","Emissions indicators","484","Mexico","7265","Emissions Share (CH4)","6825","All sectors with LULUCF","2018","2018","%","100","E","Estimated value"
"EM","Emissions indicators","484","Mexico","7265","Emissions Share (CH4)","6825","All sectors with LULUCF","2019","2019","%","100","E","Estimated value"
"EM","Emissions indicators","484","Mexico","7265","Emissions Share (CH4)","6825","All sectors with LULUCF","2020","2020","%","100","E","Estimated value"
"EM","Emissions indicators","484","Mexico","7265","Emissions Share (CH4)","6825","All sectors with LULUCF","2021","2021","%","100","E","Estimated value"
"EM","Emissions indicators","484","Mexico","7265","Emissions Share (CH4)","6825","All sectors with LULUCF","2022","2022","%","100","E","Estimated value"
"EM","Emissions indicators","484","Mexico","7265","Emissions Share (CH4)","6825","All sectors with LULUCF","2023","2023","%","100","E","Estimated value"
"EM","Emissions indicators","484","Mexico","7266","Emissions Share (N2O)","6825","All sectors with LULUCF","2016","2016","%","100","E","Estimated value"
"EM","Emissions indicators","484","Mexico","7266","Emissions Share (N2O)","6825","All sectors with LULUCF","2017","2017","%","100","E","Estimated value"
"EM","Emissions indicators","484","Mexico","7266","Emissions Share (N2O)","6825","All sectors with LULUCF","2018","2018","%","100","E","Estimated value"
"EM","Emissions indicators","484","Mexico","7266","Emissions Share (N2O)","6825","All sectors with LULUCF","2019","2019","%","100","E","Estimated value"
"EM","Emissions indicators","484","Mexico","7266","Emissions Share (N2O)","6825","All sectors with LULUCF","2020","2020","%","100","E","Estimated value"
"EM","Emissions indicators","484","Mexico","7266","Emissions Share (N2O)","6825","All sectors with LULUCF","2021","2021","%","100","E","Estimated value"
"EM","Emissions indicators","484","Mexico","7266","Emissions Share (N2O)","6825","All sectors with LULUCF","2022","2022","%","100","E","Estimated value"
"EM","Emissions indicators","484","Mexico","7266","Emissions Share (N2O)","6825","All sectors with LULUCF","2023","2023","%","100","E","Estimated value"
"EM","Emissions indicators","484","Mexico","7179","Emissions Share (CO2eq) (AR5) (F-gases)","6825","All sectors with LULUCF","2016","2016","%","100","E","Estimated value"
"EM","Emissions indicators","484","Mexico","7179","Emissions Share (CO2eq) (AR5) (F-gases)","6825","All sectors with LULUCF","2017","2017","%","100","E","Estimated value"
"EM","Emissions indicators","484","Mexico","7179","Emissions Share (CO2eq) (AR5) (F-gases)","6825","All sectors with LULUCF","2018","2018","%","100","E","Estimated value"
"EM","Emissions indicators","484","Mexico","7179","Emissions Share (CO2eq) (AR5) (F-gases)","6825","All sectors with LULUCF","2019","2019","%","100","E","Estimated value"
"EM","Emissions indicators","484","Mexico","7179","Emissions Share (CO2eq) (AR5) (F-gases)","6825","All sectors with LULUCF","2020","2020","%","100","E","Estimated value"
"EM","Emissions indicators","484","Mexico","7179","Emissions Share (CO2eq) (AR5) (F-gases)","6825","All sectors with LULUCF","2021","2021","%","100","E","Estimated value"
"EM","Emissions indicators","484","Mexico","7179","Emissions Share (CO2eq) (AR5) (F-gases)","6825","All sectors with LULUCF","2022","2022","%","100","E","Estimated value"
"EM","Emissions indicators","484","Mexico","7179","Emissions Share (CO2eq) (AR5) (F-gases)","6825","All sectors with LULUCF","2023","2023","%","100","E","Estimated value"
"EM","Emissions indicators","484","Mexico","7279","Emissions per capita","6825","All sectors with LULUCF","2016","2016","t CO2eq/cap","5.71","E","Estimated value"
"EM","Emissions indicators","484","Mexico","7279","Emissions per capita","6825","All sectors with LULUCF","2017","2017","t CO2eq/cap","5.56","E","Estimated value"
"EM","Emissions indicators","484","Mexico","7279","Emissions per capita","6825","All sectors with LULUCF","2018","2018","t CO2eq/cap","5.54","E","Estimated value"
"EM","Emissions indicators","484","Mexico","7279","Emissions per capita","6825","All sectors with LULUCF","2019","2019","t CO2eq/cap","5.52","E","Estimated value"
"EM","Emissions indicators","484","Mexico","7279","Emissions per capita","6825","All sectors with LULUCF","2020","2020","t CO2eq/cap","5.28","E","Estimated value"
"EM","Emissions indicators","484","Mexico","7279","Emissions per capita","6825","All sectors with LULUCF","2021","2021","t CO2eq/cap","5.49","E","Estimated value"
"EM","Emissions indicators","484","Mexico","7279","Emissions per capita","6825","All sectors with LULUCF","2022","2022","t CO2eq/cap","5.64","E","Estimated value"
"EM","Emissions indicators","484","Mexico","7279","Emissions per capita","6825","All sectors with LULUCF","2023","2023","t CO2eq/cap","5.66","E","Estimated value"
"EM","Emissions indicators","484","Mexico","726313","Emissions Share (CO2eq) (AR5)","6829","All sectors without LULUCF","2016","2016","%","97.73","E","Estimated value"
"EM","Emissions indicators","484","Mexico","726313","Emissions Share (CO2eq) (AR5)","6829","All sectors without LULUCF","2017","2017","%","97.58","E","Estimated value"
"EM","Emissions indicators","484","Mexico","726313","Emissions Share (CO2eq) (AR5)","6829","All sectors without LULUCF","2018","2018","%","97.76","E","Estimated value"
"EM","Emissions indicators","484","Mexico","726313","Emissions Share (CO2eq) (AR5)","6829","All sectors without LULUCF","2019","2019","%","97.52","E","Estimated value"
"EM","Emissions indicators","484","Mexico","726313","Emissions Share (CO2eq) (AR5)","6829","All sectors without LULUCF","2020","2020","%","97.49","E","Estimated value"
"EM","Emissions indicators","484","Mexico","726313","Emissions Share (CO2eq) (AR5)","6829","All sectors without LULUCF","2021","2021","%","97.71","E","Estimated value"
"EM","Emissions indicators","484","Mexico","726313","Emissions Share (CO2eq) (AR5)","6829","All sectors without LULUCF","2022","2022","%","97.82","E","Estimated value"
"EM","Emissions indicators","484","Mexico","726313","Emissions Share (CO2eq) (AR5)","6829","All sectors without LULUCF","2023","2023","%","97.78","E","Estimated value"
"EM","Emissions indicators","484","Mexico","7264","Emissions Share (CO2)","6829","All sectors without LULUCF","2016","2016","%","97.13","E","Estimated value"
"EM","Emissions indicators","484","Mexico","7264","Emissions Share (CO2)","6829","All sectors without LULUCF","2017","2017","%","97.04","E","Estimated value"
"EM","Emissions indicators","484","Mexico","7264","Emissions Share (CO2)","6829","All sectors without LULUCF","2018","2018","%","97.07","E","Estimated value"
"EM","Emissions indicators","484","Mexico","7264","Emissions Share (CO2)","6829","All sectors without LULUCF","2019","2019","%","97.07","E","Estimated value"
"EM","Emissions indicators","484","Mexico","7264","Emissions Share (CO2)","6829","All sectors without LULUCF","2020","2020","%","96.9","E","Estimated value"
"EM","Emissions indicators","484","Mexico","7264","Emissions Share (CO2)","6829","All sectors without LULUCF","2021","2021","%","97.09","E","Estimated value"
"EM","Emissions indicators","484","Mexico","7264","Emissions Share (CO2)","6829","All sectors without LULUCF","2022","2022","%","97.22","E","Estimated value"
"EM","Emissions indicators","484","Mexico","7264","Emissions Share (CO2)","6829","All sectors without LULUCF","2023","2023","%","97.24","E","Estimated value"
"EM","Emissions indicators","484","Mexico","7265","Emissions Share (CH4)","6829","All sectors without LULUCF","2016","2016","%","99.44","E","Estimated value"
"EM","Emissions indicators","484","Mexico","7265","Emissions Share (CH4)","6829","All sectors without LULUCF","2017","2017","%","99.16","E","Estimated value"
"EM","Emissions indicators","484","Mexico","7265","Emissions Share (CH4)","6829","All sectors without LULUCF","2018","2018","%","99.61","E","Estimated value"
"EM","Emissions indicators","484","Mexico","7265","Emissions Share (CH4)","6829","All sectors without LULUCF","2019","2019","%","98.95","E","Estimated value"
"EM","Emissions indicators","484","Mexico","7265","Emissions Share (CH4)","6829","All sectors without LULUCF","2020","2020","%","99.11","E","Estimated value"
"EM","Emissions indicators","484","Mexico","7265","Emissions Share (CH4)","6829","All sectors without LULUCF","2021","2021","%","99.41","E","Estimated value"
"EM","Emissions indicators","484","Mexico","7265","Emissions Share (CH4)","6829","All sectors without LULUCF","2022","2022","%","99.49","E","Estimated value"
"EM","Emissions indicators","484","Mexico","7265","Emissions Share (CH4)","6829","All sectors without LULUCF","2023","2023","%","99.31","E","Estimated value"
"EM","Emissions indicators","484","Mexico","7266","Emissions Share (N2O)","6829","All sectors without LULUCF","2016","2016","%","98.38","E","Estimated value"
"EM","Emissions indicators","484","Mexico","7266","Emissions Share (N2O)","6829","All sectors without LULUCF","2017","2017","%","97.58","E","Estimated value"
"EM","Emissions indicators","484","Mexico","7266","Emissions Share (N2O)","6829","All sectors without LULUCF","2018","2018","%","98.85","E","Estimated value"
"EM","Emissions indicators","484","Mexico","7266","Emissions Share (N2O)","6829","All sectors without LULUCF","2019","2019","%","96.91","E","Estimated value"
"EM","Emissions indicators","484","Mexico","7266","Emissions Share (N2O)","6829","All sectors without LULUCF","2020","2020","%","97.32","E","Estimated value"
"EM","Emissions indicators","484","Mexico","7266","Emissions Share (N2O)","6829","All sectors without LULUCF","2021","2021","%","98.19","E","Estimated value"
"EM","Emissions indicators","484","Mexico","7266","Emissions Share (N2O)","6829","All sectors without LULUCF","2022","2022","%","98.36","E","Estimated value"
"EM","Emissions indicators","484","Mexico","7266","Emissions Share (N2O)","6829","All sectors without LULUCF","2023","2023","%","97.91","E","Estimated value"
"EM","Emissions indicators","484","Mexico","7179","Emissions Share (CO2eq) (AR5) (F-gases)","6829","All sectors without LULUCF","2016","2016","%","100","E","Estimated value"
"EM","Emissions indicators","484","Mexico","7179","Emissions Share (CO2eq) (AR5) (F-gases)","6829","All sectors without LULUCF","2017","2017","%","100","E","Estimated value"
"EM","Emissions indicators","484","Mexico","7179","Emissions Share (CO2eq) (AR5) (F-gases)","6829","All sectors without LULUCF","2018","2018","%","100","E","Estimated value"
"EM","Emissions indicators","484","Mexico","7179","Emissions Share (CO2eq) (AR5) (F-gases)","6829","All sectors without LULUCF","2019","2019","%","100","E","Estimated value"
"EM","Emissions indicators","484","Mexico","7179","Emissions Share (CO2eq) (AR5) (F-gases)","6829","All sectors without LULUCF","2020","2020","%","100","E","Estimated value"
"EM","Emissions indicators","484","Mexico","7179","Emissions Share (CO2eq) (AR5) (F-gases)","6829","All sectors without LULUCF","2021","2021","%","100","E","Estimated value"
"EM","Emissions indicators","484","Mexico","7179","Emissions Share (CO2eq) (AR5) (F-gases)","6829","All sectors without LULUCF","2022","2022","%","100","E","Estimated value"
"EM","Emissions indicators","484","Mexico","7179","Emissions Share (CO2eq) (AR5) (F-gases)","6829","All sectors without LULUCF","2023","2023","%","100","E","Estimated value"
"EM","Emissions indicators","484","Mexico","7279","Emissions per capita","6829","All sectors without LULUCF","2016","2016","t CO2eq/cap","5.58","E","Estimated value"
"EM","Emissions indicators","484","Mexico","7279","Emissions per capita","6829","All sectors without LULUCF","2017","2017","t CO2eq/cap","5.42","E","Estimated value"
"EM","Emissions indicators","484","Mexico","7279","Emissions per capita","6829","All sectors without LULUCF","2018","2018","t CO2eq/cap","5.41","E","Estimated value"
"EM","Emissions indicators","484","Mexico","7279","Emissions per capita","6829","All sectors without LULUCF","2019","2019","t CO2eq/cap","5.38","E","Estimated value"
"EM","Emissions indicators","484","Mexico","7279","Emissions per capita","6829","All sectors without LULUCF","2020","2020","t CO2eq/cap","5.15","E","Estimated value"
"EM","Emissions indicators","484","Mexico","7279","Emissions per capita","6829","All sectors without LULUCF","2021","2021","t CO2eq/cap","5.36","E","Estimated value"
"EM","Emissions indicators","484","Mexico","7279","Emissions per capita","6829","All sectors without LULUCF","2022","2022","t CO2eq/cap","5.52","E","Estimated value"
"EM","Emissions indicators","484","Mexico","7279","Emissions per capita","6829","All sectors without LULUCF","2023","2023","t CO2eq/cap","5.53","E","Estimated value"
"EM","Emissions indicators","840","United States of America","726313","Emissions Share (CO2eq) (AR5)","6996","Farm gate","2016","2016","%","8.9","E","Estimated value"
"EM","Emissions indicators","840","United States of America","726313","Emissions Share (CO2eq) (AR5)","6996","Farm gate","2017","2017","%","8.96","E","Estimated value"
"EM","Emissions indicators","840","United States of America","726313","Emissions Share (CO2eq) (AR5)","6996","Farm gate","2018","2018","%","8.79","E","Estimated value"
"EM","Emissions indicators","840","United States of America","726313","Emissions Share (CO2eq) (AR5)","6996","Farm gate","2019","2019","%","8.99","E","Estimated value"
"EM","Emissions indicators","840","United States of America","726313","Emissions Share (CO2eq) (AR5)","6996","Farm gate","2020","2020","%","9.95","E","Estimated value"
"EM","Emissions indicators","840","United States of America","726313","Emissions Share (CO2eq) (AR5)","6996","Farm gate","2021","2021","%","8.73","E","Estimated value"
"EM","Emissions indicators","840","United States of America","726313","Emissions Share (CO2eq) (AR5)","6996","Farm gate","2022","2022","%","8.66","E","Estimated value"
"EM","Emissions indicators","840","United States of America","726313","Emissions Share (CO2eq) (AR5)","6996","Farm gate","2023","2023","%","8.84","E","Estimated value"
"EM","Emissions indicators","840","United States of America","7264","Emissions Share (CO2)","6996","Farm gate","2016","2016","%","2.66","E","Estimated value"
"EM","Emissions indicators","840","United States of America","7264","Emissions Share (CO2)","6996","Farm gate","2017","2017","%","2.75","E","Estimated value"
"EM","Emissions indicators","840","United States of America","7264","Emissions Share (CO2)","6996","Farm gate","2018","2018","%","2.65","E","Estimated value"
"EM","Emissions indicators","840","United States of America","7264","Emissions Share (CO2)","6996","Farm gate","2019","2019","%","2.9","E","Estimated value"
"EM","Emissions indicators","840","United States of America","7264","Emissions Share (CO2)","6996","Farm gate","2020","2020","%","3.19","E","Estimated value"
"EM","Emissions indicators","840","United States of America","7264","Emissions Share (CO2)","6996","Farm gate","2021","2021","%","2.64","E","Estimated value"
"EM","Emissions indicators","840","United States of America","7264","Emissions Share (CO2)","6996","Farm gate","2022","2022","%","2.81","E","Estimated value"
"EM","Emissions indicators","840","United States of America","7264","Emissions Share (CO2)","6996","Farm gate","2023","2023","%","2.91","E","Estimated value"
"EM","Emissions indicators","840","United States of America","7265","Emissions Share (CH4)","6996","Farm gate","2016","2016","%","31.27","E","Estimated value"
"EM","Emissions indicators","840","United States of America","7265","Emissions Share (CH4)","6996","Farm gate","2017","2017","%","30.79","E","Estimated value"
"EM","Emissions indicators","840","United States of America","7265","Emissions Share (CH4)","6996","Farm gate","2018","2018","%","30.18","E","Estimated value"
"EM","Emissions indicators","840","United States of America","7265","Emissions Share (CH4)","6996","Farm gate","2019","2019","%","29.48","E","Estimated value"
"EM","Emissions indicators","840","United States of America","7265","Emissions Share (CH4)","6996","Farm gate","2020","2020","%","30.89","E","Estimated value"
"EM","Emissions indicators","840","United States of America","7265","Emissions Share (CH4)","6996","Farm gate","2021","2021","%","29.3","E","Estimated value"
"EM","Emissions indicators","840","United States of America","7265","Emissions Share (CH4)","6996","Farm gate","2022","2022","%","28.43","E","Estimated value"
"EM","Emissions indicators","840","United States of America","7265","Emissions Share (CH4)","6996","Farm gate","2023","2023","%","27.76","E","Estimated value"
"EM","Emissions indicators","840","United States of America","7266","Emissions Share (N2O)","6996","Farm gate","2016","2016","%","65.76","E","Estimated value"
"EM","Emissions indicators","840","United States of America","7266","Emissions Share (N2O)","6996","Farm gate","2017","2017","%","65.78","E","Estimated value"
"EM","Emissions indicators","840","United States of America","7266","Emissions Share (N2O)","6996","Farm gate","2018","2018","%","66.07","E","Estimated value"
"EM","Emissions indicators","840","United States of America","7266","Emissions Share (N2O)","6996","Farm gate","2019","2019","%","66.41","E","Estimated value"
"EM","Emissions indicators","840","United States of America","7266","Emissions Share (N2O)","6996","Farm gate","2020","2020","%","67.62","E","Estimated value"
"EM","Emissions indicators","840","United States of America","7266","Emissions Share (N2O)","6996","Farm gate","2021","2021","%","66.63","E","Estimated value"
"EM","Emissions indicators","840","United States of America","7266","Emissions Share (N2O)","6996","Farm gate","2022","2022","%","66.03","E","Estimated value"
"EM","Emissions indicators","840","United States of America","7266","Emissions Share (N2O)","6996","Farm gate","2023","2023","%","66.36","E","Estimated value"
"EM","Emissions indicators","840","United States of America","7279","Emissions per capita","6996","Farm gate","2016","2016","t CO2eq/cap","1.52","E","Estimated value"
