Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Months Code,Months,Unit,Value,Flag,Flag Description
"PP","Producer Prices","840","United States of America","5530","Producer Price (LCU/tonne)","01213","Cauliflowers and broccoli","2023","2023","7002","February","LCU","3152.6","A","Official figure"
"PP","Producer Prices","840","United States of America","5530","Producer Price (LCU/tonne)","01213","Cauliflowers and broccoli","2023","2023","7003","March","LCU","2491.2","A","Official figure"
"PP","Producer Prices","840","United States of America","5530","Producer Price (LCU/tonne)","01213","Cauliflowers and broccoli","2023","2023","7004","April","LCU","5070.6","A","Official figure"
"PP","Producer Prices","840","United States of America","5530","Producer Price (LCU/tonne)","01213","Cauliflowers and broccoli","2023","2023","7005","May","LCU","1984.2","A","Official figure"
"PP","Producer Prices","840","United States of America","5530","Producer Price (LCU/tonne)","01213","Cauliflowers and broccoli","2023","2023","7006","June","LCU","1056","A","Official figure"
"PP","Producer Prices","840","United States of America","5530","Producer Price (LCU/tonne)","01213","Cauliflowers and broccoli","2023","2023","7007","July","LCU","1091.3","A","Official figure"
"PP","Producer Prices","840","United States of America","5530","Producer Price (LCU/tonne)","01213","Cauliflowers and broccoli","2023","2023","7008","August","LCU","1117.7","A","Official figure"
"PP","Producer Prices","840","United States of America","5530","Producer Price (LCU/tonne)","01213","Cauliflowers and broccoli","2023","2023","7009","September","LCU","1327.2","A","Official figure"
"PP","Producer Prices","840","United States of America","5530","Producer Price (LCU/tonne)","01213","Cauliflowers and broccoli","2023","2023","7010","October","LCU","1719.6","A","Official figure"
"PP","Producer Prices","840","United States of America","5530","Producer Price (LCU/tonne)","01213","Cauliflowers and broccoli","2023","2023","7011","November","LCU","1349.2","A","Official figure"
"PP","Producer Prices","840","United States of America","5530","Producer Price (LCU/tonne)","01213","Cauliflowers and broccoli","2023","2023","7012","December","LCU","1587.3","A","Official figure"
"PP","Producer Prices","840","United States of America","5531","Producer Price (SLC/tonne)","01213","Cauliflowers and broccoli","2016","2016","7021","Annual value","SLC","1246","A","Official figure"
"PP","Producer Prices","840","United States of America","5531","Producer Price (SLC/tonne)","01213","Cauliflowers and broccoli","2017","2017","7021","Annual value","SLC","1032","A","Official figure"
"PP","Producer Prices","840","United States of America","5531","Producer Price (SLC/tonne)","01213","Cauliflowers and broccoli","2018","2018","7021","Annual value","SLC","1014","A","Official figure"
"PP","Producer Prices","840","United States of America","5531","Producer Price (SLC/tonne)","01213","Cauliflowers and broccoli","2019","2019","7021","Annual value","SLC","1021","A","Official figure"
"PP","Producer Prices","840","United States of America","5531","Producer Price (SLC/tonne)","01213","Cauliflowers and broccoli","2020","2020","7021","Annual value","SLC","864","A","Official figure"
"PP","Producer Prices","840","United States of America","5531","Producer Price (SLC/tonne)","01213","Cauliflowers and broccoli","2021","2021","7021","Annual value","SLC","921.5","A","Official figure"
"PP","Producer Prices","840","United States of America","5531","Producer Price (SLC/tonne)","01213","Cauliflowers and broccoli","2022","2022","7021","Annual value","SLC","1505.8","A","Official figure"
"PP","Producer Prices","840","United States of America","5531","Producer Price (SLC/tonne)","01213","Cauliflowers and broccoli","2023","2023","7021","Annual value","SLC","1582.9","A","Official figure"
"PP","Producer Prices","840","United States of America","5532","Producer Price (USD/tonne)","01213","Cauliflowers and broccoli","2016","2016","7021","Annual value","USD","1246","A","Official figure"
"PP","Producer Prices","840","United States of America","5532","Producer Price (USD/tonne)","01213","Cauliflowers and broccoli","2017","2017","7021","Annual value","USD","1032","A","Official figure"
"PP","Producer Prices","840","United States of America","5532","Producer Price (USD/tonne)","01213","Cauliflowers and broccoli","2018","2018","7021","Annual value","USD","1014","A","Official figure"
"PP","Producer Prices","840","United States of America","5532","Producer Price (USD/tonne)","01213","Cauliflowers and broccoli","2019","2019","7021","Annual value","USD","1021","A","Official figure"
"PP","Producer Prices","840","United States of America","5532","Producer Price (USD/tonne)","01213","Cauliflowers and broccoli","2020","2020","7021","Annual value","USD","864","A","Official figure"
"PP","Producer Prices","840","United States of America","5532","Producer Price (USD/tonne)","01213","Cauliflowers and broccoli","2021","2021","7021","Annual value","USD","921.5","A","Official figure"
"PP","Producer Prices","840","United States of America","5532","Producer Price (USD/tonne)","01213","Cauliflowers and broccoli","2022","2022","7021","Annual value","USD","1505.8","A","Official figure"
"PP","Producer Prices","840","United States of America","5532","Producer Price (USD/tonne)","01213","Cauliflowers and broccoli","2023","2023","7021","Annual value","USD","1582.9","A","Official figure"
"PP","Producer Prices","840","United States of America","5539","Producer Price Index (2014-2016 = 100)","01213","Cauliflowers and broccoli","2016","2016","7021","Annual value","","101.16","I","Value imputed by a receiving agency"
"PP","Producer Prices","840","United States of America","5539","Producer Price Index (2014-2016 = 100)","01213","Cauliflowers and broccoli","2017","2017","7021","Annual value","","83.79","I","Value imputed by a receiving agency"
"PP","Producer Prices","840","United States of America","5539","Producer Price Index (2014-2016 = 100)","01213","Cauliflowers and broccoli","2018","2018","7021","Annual value","","82.33","I","Value imputed by a receiving agency"
"PP","Producer Prices","840","United States of America","5539","Producer Price Index (2014-2016 = 100)","01213","Cauliflowers and broccoli","2019","2019","7021","Annual value","","82.9","I","Value imputed by a receiving agency"
"PP","Producer Prices","840","United States of America","5539","Producer Price Index (2014-2016 = 100)","01213","Cauliflowers and broccoli","2020","2020","7021","Annual value","","70.15","I","Value imputed by a receiving agency"
"PP","Producer Prices","840","United States of America","5539","Producer Price Index (2014-2016 = 100)","01213","Cauliflowers and broccoli","2021","2021","7021","Annual value","","74.82","I","Value imputed by a receiving agency"
"PP","Producer Prices","840","United States of America","5539","Producer Price Index (2014-2016 = 100)","01213","Cauliflowers and broccoli","2022","2022","7021","Annual value","","122.25","I","Value imputed by a receiving agency"
"PP","Producer Prices","840","United States of America","5539","Producer Price Index (2014-2016 = 100)","01213","Cauliflowers and broccoli","2023","2023","7021","Annual value","","128.52","I","Value imputed by a receiving agency"
"PP","Producer Prices","840","United States of America","5530","Producer Price (LCU/tonne)","01344.02","Cherries","2016","2016","7021","Annual value","LCU","2480","A","Official figure"
"PP","Producer Prices","840","United States of America","5530","Producer Price (LCU/tonne)","01344.02","Cherries","2017","2017","7021","Annual value","LCU","2270.8","A","Official figure"
"PP","Producer Prices","840","United States of America","5530","Producer Price (LCU/tonne)","01344.02","Cherries","2018","2018","7021","Annual value","LCU","2050.3","A","Official figure"
"PP","Producer Prices","840","United States of America","5530","Producer Price (LCU/tonne)","01344.02","Cherries","2019","2019","7021","Annual value","LCU","2083.4","A","Official figure"
"PP","Producer Prices","840","United States of America","5530","Producer Price (LCU/tonne)","01344.02","Cherries","2020","2020","7021","Annual value","LCU","3130.6","A","Official figure"
"PP","Producer Prices","840","United States of America","5530","Producer Price (LCU/tonne)","01344.02","Cherries","2021","2021","7021","Annual value","LCU","2568.4","A","Official figure"
"PP","Producer Prices","840","United States of America","5530","Producer Price (LCU/tonne)","01344.02","Cherries","2022","2022","7021","Annual value","LCU","3461.3","A","Official figure"
"PP","Producer Prices","840","United States of America","5530","Producer Price (LCU/tonne)","01344.02","Cherries","2023","2023","7021","Annual value","LCU","2050.3","A","Official figure"
"PP","Producer Prices","840","United States of America","5531","Producer Price (SLC/tonne)","01344.02","Cherries","2016","2016","7021","Annual value","SLC","2480","A","Official figure"
"PP","Producer Prices","840","United States of America","5531","Producer Price (SLC/tonne)","01344.02","Cherries","2017","2017","7021","Annual value","SLC","2270.8","A","Official figure"
"PP","Producer Prices","840","United States of America","5531","Producer Price (SLC/tonne)","01344.02","Cherries","2018","2018","7021","Annual value","SLC","2050.3","A","Official figure"
"PP","Producer Prices","840","United States of America","5531","Producer Price (SLC/tonne)","01344.02","Cherries","2019","2019","7021","Annual value","SLC","2083.4","A","Official figure"
"PP","Producer Prices","840","United States of America","5531","Producer Price (SLC/tonne)","01344.02","Cherries","2020","2020","7021","Annual value","SLC","3130.6","A","Official figure"
"PP","Producer Prices","840","United States of America","5531","Producer Price (SLC/tonne)","01344.02","Cherries","2021","2021","7021","Annual value","SLC","2568.4","A","Official figure"
"PP","Producer Prices","840","United States of America","5531","Producer Price (SLC/tonne)","01344.02","Cherries","2022","2022","7021","Annual value","SLC","3461.3","A","Official figure"
"PP","Producer Prices","840","United States of America","5531","Producer Price (SLC/tonne)","01344.02","Cherries","2023","2023","7021","Annual value","SLC","2050.3","A","Official figure"
"PP","Producer Prices","840","United States of America","5532","Producer Price (USD/tonne)","01344.02","Cherries","2016","2016","7021","Annual value","USD","2480","A","Official figure"
"PP","Producer Prices","840","United States of America","5532","Producer Price (USD/tonne)","01344.02","Cherries","2017","2017","7021","Annual value","USD","2270.8","A","Official figure"
"PP","Producer Prices","840","United States of America","5532","Producer Price (USD/tonne)","01344.02","Cherries","2018","2018","7021","Annual value","USD","2050.3","A","Official figure"
"PP","Producer Prices","840","United States of America","5532","Producer Price (USD/tonne)","01344.02","Cherries","2019","2019","7021","Annual value","USD","2083.4","A","Official figure"
"PP","Producer Prices","840","United States of America","5532","Producer Price (USD/tonne)","01344.02","Cherries","2020","2020","7021","Annual value","USD","3130.6","A","Official figure"
"PP","Producer Prices","840","United States of America","5532","Producer Price (USD/tonne)","01344.02","Cherries","2021","2021","7021","Annual value","USD","2568.4","A","Official figure"
"PP","Producer Prices","840","United States of America","5532","Producer Price (USD/tonne)","01344.02","Cherries","2022","2022","7021","Annual value","USD","3461.3","A","Official figure"
"PP","Producer Prices","840","United States of America","5532","Producer Price (USD/tonne)","01344.02","Cherries","2023","2023","7021","Annual value","USD","2050.3","A","Official figure"
"PP","Producer Prices","840","United States of America","5539","Producer Price Index (2014-2016 = 100)","01344.02","Cherries","2016","2016","7021","Annual value","","101.65","I","Value imputed by a receiving agency"
"PP","Producer Prices","840","United States of America","5539","Producer Price Index (2014-2016 = 100)","01344.02","Cherries","2017","2017","7021","Annual value","","93.08","I","Value imputed by a receiving agency"
"PP","Producer Prices","840","United States of America","5539","Producer Price Index (2014-2016 = 100)","01344.02","Cherries","2018","2018","7021","Annual value","","84.04","I","Value imputed by a receiving agency"
"PP","Producer Prices","840","United States of America","5539","Producer Price Index (2014-2016 = 100)","01344.02","Cherries","2019","2019","7021","Annual value","","85.4","I","Value imputed by a receiving agency"
"PP","Producer Prices","840","United States of America","5539","Producer Price Index (2014-2016 = 100)","01344.02","Cherries","2020","2020","7021","Annual value","","128.32","I","Value imputed by a receiving agency"
"PP","Producer Prices","840","United States of America","5539","Producer Price Index (2014-2016 = 100)","01344.02","Cherries","2021","2021","7021","Annual value","","105.28","I","Value imputed by a receiving agency"
"PP","Producer Prices","840","United States of America","5539","Producer Price Index (2014-2016 = 100)","01344.02","Cherries","2022","2022","7021","Annual value","","141.87","I","Value imputed by a receiving agency"
"PP","Producer Prices","840","United States of America","5539","Producer Price Index (2014-2016 = 100)","01344.02","Cherries","2023","2023","7021","Annual value","","84.04","I","Value imputed by a receiving agency"
"PP","Producer Prices","840","United States of America","5530","Producer Price (LCU/tonne)","01703","Chick peas, dry","2016","2016","7021","Annual value","LCU","635","A","Official figure"
"PP","Producer Prices","840","United States of America","5530","Producer Price (LCU/tonne)","01703","Chick peas, dry","2016","2016","7001","January","LCU","635","A","Official figure"
"PP","Producer Prices","840","United States of America","5530","Producer Price (LCU/tonne)","01703","Chick peas, dry","2016","2016","7002","February","LCU","637","A","Official figure"
"PP","Producer Prices","840","United States of America","5530","Producer Price (LCU/tonne)","01703","Chick peas, dry","2016","2016","7003","March","LCU","644","A","Official figure"
"PP","Producer Prices","840","United States of America","5530","Producer Price (LCU/tonne)","01703","Chick peas, dry","2016","2016","7004","April","LCU","626","A","Official figure"
"PP","Producer Prices","840","United States of America","5530","Producer Price (LCU/tonne)","01703","Chick peas, dry","2016","2016","7005","May","LCU","639","A","Official figure"
"PP","Producer Prices","840","United States of America","5530","Producer Price (LCU/tonne)","01703","Chick peas, dry","2016","2016","7006","June","LCU","670","A","Official figure"
"PP","Producer Prices","840","United States of America","5530","Producer Price (LCU/tonne)","01703","Chick peas, dry","2016","2016","7007","July","LCU","745","A","Official figure"
"PP","Producer Prices","840","United States of America","5530","Producer Price (LCU/tonne)","01703","Chick peas, dry","2016","2016","7008","August","LCU","701","A","Official figure"
"PP","Producer Prices","840","United States of America","5530","Producer Price (LCU/tonne)","01703","Chick peas, dry","2016","2016","7009","September","LCU","666","A","Official figure"
"PP","Producer Prices","840","United States of America","5530","Producer Price (LCU/tonne)","01703","Chick peas, dry","2016","2016","7010","October","LCU","578","A","Official figure"
"PP","Producer Prices","840","United States of America","5530","Producer Price (LCU/tonne)","01703","Chick peas, dry","2016","2016","7011","November","LCU","668","A","Official figure"
"PP","Producer Prices","840","United States of America","5530","Producer Price (LCU/tonne)","01703","Chick peas, dry","2016","2016","7012","December","LCU","710","A","Official figure"
"PP","Producer Prices","840","United States of America","5530","Producer Price (LCU/tonne)","01703","Chick peas, dry","2017","2017","7021","Annual value","LCU","661","A","Official figure"
"PP","Producer Prices","840","United States of America","5530","Producer Price (LCU/tonne)","01703","Chick peas, dry","2017","2017","7001","January","LCU","697","A","Official figure"
"PP","Producer Prices","840","United States of America","5530","Producer Price (LCU/tonne)","01703","Chick peas, dry","2017","2017","7002","February","LCU","675","A","Official figure"
"PP","Producer Prices","840","United States of America","5530","Producer Price (LCU/tonne)","01703","Chick peas, dry","2017","2017","7003","March","LCU","710","A","Official figure"
"PP","Producer Prices","840","United States of America","5530","Producer Price (LCU/tonne)","01703","Chick peas, dry","2017","2017","7004","April","LCU","732","A","Official figure"
"PP","Producer Prices","840","United States of America","5530","Producer Price (LCU/tonne)","01703","Chick peas, dry","2017","2017","7005","May","LCU","650","A","Official figure"
"PP","Producer Prices","840","United States of America","5530","Producer Price (LCU/tonne)","01703","Chick peas, dry","2017","2017","7006","June","LCU","769","A","Official figure"
"PP","Producer Prices","840","United States of America","5530","Producer Price (LCU/tonne)","01703","Chick peas, dry","2017","2017","7007","July","LCU","661","A","Official figure"
"PP","Producer Prices","840","United States of America","5530","Producer Price (LCU/tonne)","01703","Chick peas, dry","2017","2017","7008","August","LCU","719","A","Official figure"
"PP","Producer Prices","840","United States of America","5530","Producer Price (LCU/tonne)","01703","Chick peas, dry","2017","2017","7009","September","LCU","688","A","Official figure"
"PP","Producer Prices","840","United States of America","5530","Producer Price (LCU/tonne)","01703","Chick peas, dry","2017","2017","7010","October","LCU","617","A","Official figure"
"PP","Producer Prices","840","United States of America","5530","Producer Price (LCU/tonne)","01703","Chick peas, dry","2017","2017","7011","November","LCU","604","A","Official figure"
"PP","Producer Prices","840","United States of America","5530","Producer Price (LCU/tonne)","01703","Chick peas, dry","2017","2017","7012","December","LCU","650","A","Official figure"
"PP","Producer Prices","840","United States of America","5530","Producer Price (LCU/tonne)","01703","Chick peas, dry","2018","2018","7021","Annual value","LCU","485","A","Official figure"
"PP","Producer Prices","840","United States of America","5530","Producer Price (LCU/tonne)","01703","Chick peas, dry","2018","2018","7001","January","LCU","725","A","Official figure"
"PP","Producer Prices","840","United States of America","5530","Producer Price (LCU/tonne)","01703","Chick peas, dry","2019","2019","7021","Annual value","LCU","414","A","Official figure"
"PP","Producer Prices","840","United States of America","5530","Producer Price (LCU/tonne)","01703","Chick peas, dry","2019","2019","7001","January","LCU","430","A","Official figure"
"PP","Producer Prices","840","United States of America","5530","Producer Price (LCU/tonne)","01703","Chick peas, dry","2019","2019","7002","February","LCU","485","A","Official figure"
"PP","Producer Prices","840","United States of America","5530","Producer Price (LCU/tonne)","01703","Chick peas, dry","2019","2019","7003","March","LCU","459","A","Official figure"
"PP","Producer Prices","840","United States of America","5530","Producer Price (LCU/tonne)","01703","Chick peas, dry","2019","2019","7004","April","LCU","496","A","Official figure"
"PP","Producer Prices","840","United States of America","5530","Producer Price (LCU/tonne)","01703","Chick peas, dry","2019","2019","7005","May","LCU","516","A","Official figure"
"PP","Producer Prices","840","United States of America","5530","Producer Price (LCU/tonne)","01703","Chick peas, dry","2019","2019","7006","June","LCU","443","A","Official figure"
"PP","Producer Prices","840","United States of America","5530","Producer Price (LCU/tonne)","01703","Chick peas, dry","2019","2019","7007","July","LCU","459","A","Official figure"
"PP","Producer Prices","840","United States of America","5530","Producer Price (LCU/tonne)","01703","Chick peas, dry","2019","2019","7008","August","LCU","439","A","Official figure"
"PP","Producer Prices","840","United States of America","5530","Producer Price (LCU/tonne)","01703","Chick peas, dry","2019","2019","7009","September","LCU","417","A","Official figure"
"PP","Producer Prices","840","United States of America","5530","Producer Price (LCU/tonne)","01703","Chick peas, dry","2019","2019","7010","October","LCU","421","A","Official figure"
"PP","Producer Prices","840","United States of America","5530","Producer Price (LCU/tonne)","01703","Chick peas, dry","2019","2019","7011","November","LCU","364","A","Official figure"
"PP","Producer Prices","840","United States of America","5530","Producer Price (LCU/tonne)","01703","Chick peas, dry","2019","2019","7012","December","LCU","326","A","Official figure"
"PP","Producer Prices","840","United States of America","5530","Producer Price (LCU/tonne)","01703","Chick peas, dry","2020","2020","7021","Annual value","LCU","430","A","Official figure"
"PP","Producer Prices","840","United States of America","5530","Producer Price (LCU/tonne)","01703","Chick peas, dry","2020","2020","7001","January","LCU","399","A","Official figure"
"PP","Producer Prices","840","United States of America","5530","Producer Price (LCU/tonne)","01703","Chick peas, dry","2020","2020","7002","February","LCU","368.2","A","Official figure"
"PP","Producer Prices","840","United States of America","5530","Producer Price (LCU/tonne)","01703","Chick peas, dry","2020","2020","7003","March","LCU","390.2","A","Official figure"
"PP","Producer Prices","840","United States of America","5530","Producer Price (LCU/tonne)","01703","Chick peas, dry","2020","2020","7004","April","LCU","370.4","A","Official figure"
"PP","Producer Prices","840","United States of America","5530","Producer Price (LCU/tonne)","01703","Chick peas, dry","2020","2020","7005","May","LCU","370.4","A","Official figure"
"PP","Producer Prices","840","United States of America","5530","Producer Price (LCU/tonne)","01703","Chick peas, dry","2020","2020","7006","June","LCU","359.4","A","Official figure"
"PP","Producer Prices","840","United States of America","5530","Producer Price (LCU/tonne)","01703","Chick peas, dry","2020","2020","7007","July","LCU","421.1","A","Official figure"
"PP","Producer Prices","840","United States of America","5530","Producer Price (LCU/tonne)","01703","Chick peas, dry","2020","2020","7008","August","LCU","390.2","A","Official figure"
"PP","Producer Prices","840","United States of America","5530","Producer Price (LCU/tonne)","01703","Chick peas, dry","2020","2020","7009","September","LCU","410.1","A","Official figure"
"PP","Producer Prices","840","United States of America","5530","Producer Price (LCU/tonne)","01703","Chick peas, dry","2020","2020","7010","October","LCU","427.7","A","Official figure"
"PP","Producer Prices","840","United States of America","5530","Producer Price (LCU/tonne)","01703","Chick peas, dry","2020","2020","7011","November","LCU","418.9","A","Official figure"
"PP","Producer Prices","840","United States of America","5530","Producer Price (LCU/tonne)","01703","Chick peas, dry","2020","2020","7012","December","LCU","445.3","A","Official figure"
"PP","Producer Prices","840","United States of America","5530","Producer Price (LCU/tonne)","01703","Chick peas, dry","2021","2021","7021","Annual value","LCU","795.9","A","Official figure"
"PP","Producer Prices","840","United States of America","5530","Producer Price (LCU/tonne)","01703","Chick peas, dry","2021","2021","7001","January","LCU","418.9","A","Official figure"
"PP","Producer Prices","840","United States of America","5530","Producer Price (LCU/tonne)","01703","Chick peas, dry","2022","2022","7021","Annual value","LCU","740.8","A","Official figure"
"PP","Producer Prices","840","United States of America","5530","Producer Price (LCU/tonne)","01703","Chick peas, dry","2022","2022","7001","January","LCU","758.4","A","Official figure"
"PP","Producer Prices","840","United States of America","5530","Producer Price (LCU/tonne)","01703","Chick peas, dry","2022","2022","7002","February","LCU","754","A","Official figure"
"PP","Producer Prices","840","United States of America","5530","Producer Price (LCU/tonne)","01703","Chick peas, dry","2022","2022","7003","March","LCU","851","A","Official figure"
"PP","Producer Prices","840","United States of America","5530","Producer Price (LCU/tonne)","01703","Chick peas, dry","2022","2022","7004","April","LCU","840","A","Official figure"
"PP","Producer Prices","840","United States of America","5530","Producer Price (LCU/tonne)","01703","Chick peas, dry","2022","2022","7005","May","LCU","723.1","A","Official figure"
"PP","Producer Prices","840","United States of America","5530","Producer Price (LCU/tonne)","01703","Chick peas, dry","2022","2022","7006","June","LCU","756.2","A","Official figure"
"PP","Producer Prices","840","United States of America","5530","Producer Price (LCU/tonne)","01703","Chick peas, dry","2022","2022","7007","July","LCU","853.2","A","Official figure"
"PP","Producer Prices","840","United States of America","5530","Producer Price (LCU/tonne)","01703","Chick peas, dry","2022","2022","7008","August","LCU","890.7","A","Official figure"
"PP","Producer Prices","840","United States of America","5530","Producer Price (LCU/tonne)","01703","Chick peas, dry","2022","2022","7009","September","LCU","736.3","A","Official figure"
"PP","Producer Prices","840","United States of America","5530","Producer Price (LCU/tonne)","01703","Chick peas, dry","2022","2022","7010","October","LCU","712.1","A","Official figure"
"PP","Producer Prices","840","United States of America","5530","Producer Price (LCU/tonne)","01703","Chick peas, dry","2022","2022","7011","November","LCU","751.8","A","Official figure"
"PP","Producer Prices","840","United States of America","5530","Producer Price (LCU/tonne)","01703","Chick peas, dry","2022","2022","7012","December","LCU","771.6","A","Official figure"
"PP","Producer Prices","840","United States of America","5530","Producer Price (LCU/tonne)","01703","Chick peas, dry","2023","2023","7021","Annual value","LCU","809.1","A","Official figure"
"PP","Producer Prices","840","United States of America","5530","Producer Price (LCU/tonne)","01703","Chick peas, dry","2023","2023","7001","January","LCU","714.3","A","Official figure"
"PP","Producer Prices","840","United States of America","5530","Producer Price (LCU/tonne)","01703","Chick peas, dry","2023","2023","7002","February","LCU","751.8","A","Official figure"
"PP","Producer Prices","840","United States of America","5530","Producer Price (LCU/tonne)","01703","Chick peas, dry","2023","2023","7003","March","LCU","727.5","A","Official figure"
"PP","Producer Prices","840","United States of America","5530","Producer Price (LCU/tonne)","01703","Chick peas, dry","2023","2023","7004","April","LCU","831.1","A","Official figure"
"PP","Producer Prices","840","United States of America","5530","Producer Price (LCU/tonne)","01703","Chick peas, dry","2023","2023","7005","May","LCU","844.4","A","Official figure"
"PP","Producer Prices","840","United States of America","5530","Producer Price (LCU/tonne)","01703","Chick peas, dry","2023","2023","7006","June","LCU","758.4","A","Official figure"
"PP","Producer Prices","840","United States of America","5530","Producer Price (LCU/tonne)","01703","Chick peas, dry","2023","2023","7007","July","LCU","897.3","A","Official figure"
"PP","Producer Prices","840","United States of America","5530","Producer Price (LCU/tonne)","01703","Chick peas, dry","2023","2023","7008","August","LCU","793.7","A","Official figure"
"PP","Producer Prices","840","United States of America","5530","Producer Price (LCU/tonne)","01703","Chick peas, dry","2023","2023","7009","September","LCU","822.3","A","Official figure"
"PP","Producer Prices","840","United States of America","5530","Producer Price (LCU/tonne)","01703","Chick peas, dry","2023","2023","7010","October","LCU","798.1","A","Official figure"
"PP","Producer Prices","840","United States of America","5530","Producer Price (LCU/tonne)","01703","Chick peas, dry","2023","2023","7011","November","LCU","870.8","A","Official figure"
"PP","Producer Prices","840","United States of America","5530","Producer Price (LCU/tonne)","01703","Chick peas, dry","2023","2023","7012","December","LCU","798.1","A","Official figure"
"PP","Producer Prices","840","United States of America","5531","Producer Price (SLC/tonne)","01703","Chick peas, dry","2016","2016","7021","Annual value","SLC","635","A","Official figure"
"PP","Producer Prices","840","United States of America","5531","Producer Price (SLC/tonne)","01703","Chick peas, dry","2017","2017","7021","Annual value","SLC","661","A","Official figure"
"PP","Producer Prices","840","United States of America","5531","Producer Price (SLC/tonne)","01703","Chick peas, dry","2018","2018","7021","Annual value","SLC","485","A","Official figure"
"PP","Producer Prices","840","United States of America","5531","Producer Price (SLC/tonne)","01703","Chick peas, dry","2019","2019","7021","Annual value","SLC","414","A","Official figure"
"PP","Producer Prices","840","United States of America","5531","Producer Price (SLC/tonne)","01703","Chick peas, dry","2020","2020","7021","Annual value","SLC","430","A","Official figure"
"PP","Producer Prices","840","United States of America","5531","Producer Price (SLC/tonne)","01703","Chick peas, dry","2021","2021","7021","Annual value","SLC","795.9","A","Official figure"
"PP","Producer Prices","840","United States of America","5531","Producer Price (SLC/tonne)","01703","Chick peas, dry","2022","2022","7021","Annual value","SLC","740.8","A","Official figure"
"PP","Producer Prices","840","United States of America","5531","Producer Price (SLC/tonne)","01703","Chick peas, dry","2023","2023","7021","Annual value","SLC","809.1","A","Official figure"
"PP","Producer Prices","840","United States of America","5532","Producer Price (USD/tonne)","01703","Chick peas, dry","2016","2016","7021","Annual value","USD","635","A","Official figure"
"PP","Producer Prices","840","United States of America","5532","Producer Price (USD/tonne)","01703","Chick peas, dry","2017","2017","7021","Annual value","USD","661","A","Official figure"
"PP","Producer Prices","840","United States of America","5532","Producer Price (USD/tonne)","01703","Chick peas, dry","2018","2018","7021","Annual value","USD","485","A","Official figure"
"PP","Producer Prices","840","United States of America","5532","Producer Price (USD/tonne)","01703","Chick peas, dry","2019","2019","7021","Annual value","USD","414","A","Official figure"
"PP","Producer Prices","840","United States of America","5532","Producer Price (USD/tonne)","01703","Chick peas, dry","2020","2020","7021","Annual value","USD","430","A","Official figure"
"PP","Producer Prices","840","United States of America","5532","Producer Price (USD/tonne)","01703","Chick peas, dry","2021","2021","7021","Annual value","USD","795.9","A","Official figure"
"PP","Producer Prices","840","United States of America","5532","Producer Price (USD/tonne)","01703","Chick peas, dry","2022","2022","7021","Annual value","USD","740.8","A","Official figure"
"PP","Producer Prices","840","United States of America","5532","Producer Price (USD/tonne)","01703","Chick peas, dry","2023","2023","7021","Annual value","USD","809.1","A","Official figure"
"PP","Producer Prices","840","United States of America","5539","Producer Price Index (2014-2016 = 100)","01703","Chick peas, dry","2016","2016","7021","Annual value","","102.36","I","Value imputed by a receiving agency"
"PP","Producer Prices","840","United States of America","5539","Producer Price Index (2014-2016 = 100)","01703","Chick peas, dry","2017","2017","7021","Annual value","","106.56","I","Value imputed by a receiving agency"
"PP","Producer Prices","840","United States of America","5539","Producer Price Index (2014-2016 = 100)","01703","Chick peas, dry","2018","2018","7021","Annual value","","78.18","I","Value imputed by a receiving agency"
"PP","Producer Prices","840","United States of America","5539","Producer Price Index (2014-2016 = 100)","01703","Chick peas, dry","2019","2019","7021","Annual value","","66.74","I","Value imputed by a receiving agency"
"PP","Producer Prices","840","United States of America","5539","Producer Price Index (2014-2016 = 100)","01703","Chick peas, dry","2020","2020","7021","Annual value","","69.32","I","Value imputed by a receiving agency"
"PP","Producer Prices","840","United States of America","5539","Producer Price Index (2014-2016 = 100)","01703","Chick peas, dry","2021","2021","7021","Annual value","","128.3","I","Value imputed by a receiving agency"
"PP","Producer Prices","840","United States of America","5539","Producer Price Index (2014-2016 = 100)","01703","Chick peas, dry","2022","2022","7021","Annual value","","119.41","I","Value imputed by a receiving agency"
"PP","Producer Prices","840","United States of America","5539","Producer Price Index (2014-2016 = 100)","01703","Chick peas, dry","2023","2023","7021","Annual value","","130.43","I","Value imputed by a receiving agency"
"PP","Producer Prices","840","United States of America","5530","Producer Price (LCU/tonne)","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2016","2016","7021","Annual value","LCU","749","A","Official figure"
"PP","Producer Prices","840","United States of America","5530","Producer Price (LCU/tonne)","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2017","2017","7021","Annual value","LCU","855","A","Official figure"
"PP","Producer Prices","840","United States of America","5530","Producer Price (LCU/tonne)","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2018","2018","7021","Annual value","LCU","970","A","Official figure"
"PP","Producer Prices","840","United States of America","5530","Producer Price (LCU/tonne)","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2019","2019","7021","Annual value","LCU","941","A","Official figure"
"PP","Producer Prices","840","United States of America","5530","Producer Price (LCU/tonne)","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2020","2020","7021","Annual value","LCU","930","A","Official figure"
