Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"QCL","Crops and livestock products","484","Mexico","5417","Yield/Carcass Weight","21118.01","Horse meat, fresh or chilled","2017","2017","kg/An","125","E","Estimated value",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","21118.01","Horse meat, fresh or chilled","2017","2017","t","74988.47","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","484","Mexico","5320","Producing Animals/Slaughtered","21118.01","Horse meat, fresh or chilled","2017","2017","An","597566","E","Estimated value",""
"QCL","Crops and livestock products","484","Mexico","5417","Yield/Carcass Weight","21118.01","Horse meat, fresh or chilled","2018","2018","kg/An","127","E","Estimated value",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","21118.01","Horse meat, fresh or chilled","2018","2018","t","71947.3","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","484","Mexico","5320","Producing Animals/Slaughtered","21118.01","Horse meat, fresh or chilled","2018","2018","An","565920","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","484","Mexico","5417","Yield/Carcass Weight","21118.01","Horse meat, fresh or chilled","2019","2019","kg/An","128","E","Estimated value",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","21118.01","Horse meat, fresh or chilled","2019","2019","t","71771.83","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","484","Mexico","5320","Producing Animals/Slaughtered","21118.01","Horse meat, fresh or chilled","2019","2019","An","559941","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","484","Mexico","5417","Yield/Carcass Weight","21118.01","Horse meat, fresh or chilled","2020","2020","kg/An","130","E","Estimated value",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","21118.01","Horse meat, fresh or chilled","2020","2020","t","72442.73","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","484","Mexico","5320","Producing Animals/Slaughtered","21118.01","Horse meat, fresh or chilled","2020","2020","An","556781","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","484","Mexico","5417","Yield/Carcass Weight","21118.01","Horse meat, fresh or chilled","2021","2021","kg/An","130","E","Estimated value",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","21118.01","Horse meat, fresh or chilled","2021","2021","t","71711.32","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","484","Mexico","5320","Producing Animals/Slaughtered","21118.01","Horse meat, fresh or chilled","2021","2021","An","553662","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","484","Mexico","5417","Yield/Carcass Weight","21118.01","Horse meat, fresh or chilled","2022","2022","kg/An","128","E","Estimated value",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","21118.01","Horse meat, fresh or chilled","2022","2022","t","71293.67","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","484","Mexico","5320","Producing Animals/Slaughtered","21118.01","Horse meat, fresh or chilled","2022","2022","An","557431","E","Estimated value",""
"QCL","Crops and livestock products","484","Mexico","5417","Yield/Carcass Weight","21118.01","Horse meat, fresh or chilled","2023","2023","kg/An","128","E","Estimated value",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","21118.01","Horse meat, fresh or chilled","2023","2023","t","70876.22","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","484","Mexico","5320","Producing Animals/Slaughtered","21118.01","Horse meat, fresh or chilled","2023","2023","An","553853","E","Estimated value",""
"QCL","Crops and livestock products","484","Mexico","5111","Stocks","02131","Horses","2016","2016","An","6373622","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","484","Mexico","5111","Stocks","02131","Horses","2017","2017","An","6383724","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","484","Mexico","5111","Stocks","02131","Horses","2018","2018","An","6393530","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","484","Mexico","5111","Stocks","02131","Horses","2019","2019","An","6402371","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","484","Mexico","5111","Stocks","02131","Horses","2020","2020","An","6402329","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","484","Mexico","5111","Stocks","02131","Horses","2021","2021","An","6402765","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","484","Mexico","5111","Stocks","02131","Horses","2022","2022","An","6406780","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","484","Mexico","5111","Stocks","02131","Horses","2023","2023","An","6410796","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","484","Mexico","5312","Area harvested","01499.03","Jojoba seeds","2016","2016","ha","299","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01499.03","Jojoba seeds","2016","2016","kg/ha","480.2","E","Estimated value",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01499.03","Jojoba seeds","2016","2016","t","143.73","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","484","Mexico","5312","Area harvested","01499.03","Jojoba seeds","2017","2017","ha","304","E","Estimated value",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01499.03","Jojoba seeds","2017","2017","kg/ha","477.1","E","Estimated value",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01499.03","Jojoba seeds","2017","2017","t","145.06","E","Estimated value",""
"QCL","Crops and livestock products","484","Mexico","5312","Area harvested","01499.03","Jojoba seeds","2018","2018","ha","311","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01499.03","Jojoba seeds","2018","2018","kg/ha","461.4","E","Estimated value",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01499.03","Jojoba seeds","2018","2018","t","143.33","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","484","Mexico","5312","Area harvested","01499.03","Jojoba seeds","2019","2019","ha","305","E","Estimated value",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01499.03","Jojoba seeds","2019","2019","kg/ha","462.4","E","Estimated value",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01499.03","Jojoba seeds","2019","2019","t","140.88","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","484","Mexico","5312","Area harvested","01499.03","Jojoba seeds","2020","2020","ha","306","E","Estimated value",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01499.03","Jojoba seeds","2020","2020","kg/ha","475.4","E","Estimated value",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01499.03","Jojoba seeds","2020","2020","t","145.7","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","484","Mexico","5312","Area harvested","01499.03","Jojoba seeds","2021","2021","ha","307","E","Estimated value",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01499.03","Jojoba seeds","2021","2021","kg/ha","479","E","Estimated value",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01499.03","Jojoba seeds","2021","2021","t","147.17","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","484","Mexico","5312","Area harvested","01499.03","Jojoba seeds","2022","2022","ha","306","E","Estimated value",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01499.03","Jojoba seeds","2022","2022","kg/ha","476.1","E","Estimated value",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01499.03","Jojoba seeds","2022","2022","t","145.77","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","484","Mexico","5312","Area harvested","01499.03","Jojoba seeds","2023","2023","ha","307","E","Estimated value",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01499.03","Jojoba seeds","2023","2023","kg/ha","470.8","E","Estimated value",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01499.03","Jojoba seeds","2023","2023","t","144.36","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","484","Mexico","5312","Area harvested","01254","Leeks and other alliaceous vegetables","2016","2016","ha","618","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01254","Leeks and other alliaceous vegetables","2016","2016","kg/ha","16972.1","E","Estimated value",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01254","Leeks and other alliaceous vegetables","2016","2016","t","10486.34","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","484","Mexico","5312","Area harvested","01254","Leeks and other alliaceous vegetables","2017","2017","ha","630","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01254","Leeks and other alliaceous vegetables","2017","2017","kg/ha","16185.6","E","Estimated value",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01254","Leeks and other alliaceous vegetables","2017","2017","t","10192.54","E","Estimated value",""
"QCL","Crops and livestock products","484","Mexico","5312","Area harvested","01254","Leeks and other alliaceous vegetables","2018","2018","ha","681","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01254","Leeks and other alliaceous vegetables","2018","2018","kg/ha","16807","E","Estimated value",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01254","Leeks and other alliaceous vegetables","2018","2018","t","11445.29","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","484","Mexico","5312","Area harvested","01254","Leeks and other alliaceous vegetables","2019","2019","ha","725","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01254","Leeks and other alliaceous vegetables","2019","2019","kg/ha","17050.7","E","Estimated value",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01254","Leeks and other alliaceous vegetables","2019","2019","t","12361.57","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","484","Mexico","5312","Area harvested","01254","Leeks and other alliaceous vegetables","2020","2020","ha","773","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01254","Leeks and other alliaceous vegetables","2020","2020","kg/ha","17051.8","E","Estimated value",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01254","Leeks and other alliaceous vegetables","2020","2020","t","13173.56","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","484","Mexico","5312","Area harvested","01254","Leeks and other alliaceous vegetables","2021","2021","ha","893","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01254","Leeks and other alliaceous vegetables","2021","2021","kg/ha","16798.8","E","Estimated value",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01254","Leeks and other alliaceous vegetables","2021","2021","t","15000","E","Estimated value",""
"QCL","Crops and livestock products","484","Mexico","5312","Area harvested","01254","Leeks and other alliaceous vegetables","2022","2022","ha","872","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01254","Leeks and other alliaceous vegetables","2022","2022","kg/ha","16878.4","E","Estimated value",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01254","Leeks and other alliaceous vegetables","2022","2022","t","14718.42","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","484","Mexico","5312","Area harvested","01254","Leeks and other alliaceous vegetables","2023","2023","ha","822","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01254","Leeks and other alliaceous vegetables","2023","2023","kg/ha","16945.4","E","Estimated value",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01254","Leeks and other alliaceous vegetables","2023","2023","t","13927.19","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","484","Mexico","5312","Area harvested","01322","Lemons and limes","2016","2016","ha","163466","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01322","Lemons and limes","2016","2016","kg/ha","14864.5","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01322","Lemons and limes","2016","2016","t","2429839.02","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5312","Area harvested","01322","Lemons and limes","2017","2017","ha","172255","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01322","Lemons and limes","2017","2017","kg/ha","14677","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01322","Lemons and limes","2017","2017","t","2528173.82","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5312","Area harvested","01322","Lemons and limes","2018","2018","ha","175826","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01322","Lemons and limes","2018","2018","kg/ha","14490.7","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01322","Lemons and limes","2018","2018","t","2547834.45","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5312","Area harvested","01322","Lemons and limes","2019","2019","ha","183575","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01322","Lemons and limes","2019","2019","kg/ha","14717.9","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01322","Lemons and limes","2019","2019","t","2701827.72","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5312","Area harvested","01322","Lemons and limes","2020","2020","ha","187481","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01322","Lemons and limes","2020","2020","kg/ha","15356.4","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01322","Lemons and limes","2020","2020","t","2879023.27","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5312","Area harvested","01322","Lemons and limes","2021","2021","ha","195619","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01322","Lemons and limes","2021","2021","kg/ha","15253.2","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01322","Lemons and limes","2021","2021","t","2983802.19","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5312","Area harvested","01322","Lemons and limes","2022","2022","ha","201795","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01322","Lemons and limes","2022","2022","kg/ha","15413.2","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01322","Lemons and limes","2022","2022","t","3110321.12","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5312","Area harvested","01322","Lemons and limes","2023","2023","ha","210735","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01322","Lemons and limes","2023","2023","kg/ha","15418.5","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01322","Lemons and limes","2023","2023","t","3249216.79","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5312","Area harvested","01704","Lentils, dry","2016","2016","ha","2820","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01704","Lentils, dry","2016","2016","kg/ha","748.4","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01704","Lentils, dry","2016","2016","t","2110.48","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5312","Area harvested","01704","Lentils, dry","2017","2017","ha","8550","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01704","Lentils, dry","2017","2017","kg/ha","1044.6","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01704","Lentils, dry","2017","2017","t","8931.34","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5312","Area harvested","01704","Lentils, dry","2018","2018","ha","8080","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01704","Lentils, dry","2018","2018","kg/ha","1109.1","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01704","Lentils, dry","2018","2018","t","8961.33","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5312","Area harvested","01704","Lentils, dry","2019","2019","ha","8204","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01704","Lentils, dry","2019","2019","kg/ha","1154.1","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01704","Lentils, dry","2019","2019","t","9468.52","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5312","Area harvested","01704","Lentils, dry","2020","2020","ha","9293","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01704","Lentils, dry","2020","2020","kg/ha","1085.7","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01704","Lentils, dry","2020","2020","t","10089.58","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5312","Area harvested","01704","Lentils, dry","2021","2021","ha","9062","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01704","Lentils, dry","2021","2021","kg/ha","1116","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01704","Lentils, dry","2021","2021","t","10113.15","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5312","Area harvested","01704","Lentils, dry","2022","2022","ha","7426","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01704","Lentils, dry","2022","2022","kg/ha","1483.8","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01704","Lentils, dry","2022","2022","t","11018.65","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5312","Area harvested","01704","Lentils, dry","2023","2023","ha","7514","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01704","Lentils, dry","2023","2023","kg/ha","1119","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01704","Lentils, dry","2023","2023","t","8408.25","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5312","Area harvested","01214","Lettuce and chicory","2016","2016","ha","20066","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01214","Lettuce and chicory","2016","2016","kg/ha","21919.5","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01214","Lettuce and chicory","2016","2016","t","439830.96","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5312","Area harvested","01214","Lettuce and chicory","2017","2017","ha","21030","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01214","Lettuce and chicory","2017","2017","kg/ha","22863.1","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01214","Lettuce and chicory","2017","2017","t","480808.07","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5312","Area harvested","01214","Lettuce and chicory","2018","2018","ha","20527","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01214","Lettuce and chicory","2018","2018","kg/ha","23698.1","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01214","Lettuce and chicory","2018","2018","t","486439.97","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5312","Area harvested","01214","Lettuce and chicory","2019","2019","ha","20778","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01214","Lettuce and chicory","2019","2019","kg/ha","24816.5","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01214","Lettuce and chicory","2019","2019","t","515646.96","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5312","Area harvested","01214","Lettuce and chicory","2020","2020","ha","22270","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01214","Lettuce and chicory","2020","2020","kg/ha","24329","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01214","Lettuce and chicory","2020","2020","t","541804.38","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5312","Area harvested","01214","Lettuce and chicory","2021","2021","ha","21405","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01214","Lettuce and chicory","2021","2021","kg/ha","23783.6","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01214","Lettuce and chicory","2021","2021","t","509084.12","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5312","Area harvested","01214","Lettuce and chicory","2022","2022","ha","23172","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01214","Lettuce and chicory","2022","2022","kg/ha","24590.9","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01214","Lettuce and chicory","2022","2022","t","569809.71","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5312","Area harvested","01214","Lettuce and chicory","2023","2023","ha","22843","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01214","Lettuce and chicory","2023","2023","kg/ha","24206.1","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01214","Lettuce and chicory","2023","2023","t","552940.26","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5312","Area harvested","01441","Linseed","2016","2016","ha","8","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01441","Linseed","2016","2016","kg/ha","500","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01441","Linseed","2016","2016","t","4","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5312","Area harvested","01441","Linseed","2017","2017","ha","4","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01441","Linseed","2017","2017","kg/ha","1000","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01441","Linseed","2017","2017","t","4","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5312","Area harvested","01441","Linseed","2018","2018","ha","5","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01441","Linseed","2018","2018","kg/ha","800","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01441","Linseed","2018","2018","t","4","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5312","Area harvested","01441","Linseed","2019","2019","ha","9","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01441","Linseed","2019","2019","kg/ha","838.9","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01441","Linseed","2019","2019","t","7.55","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5312","Area harvested","01441","Linseed","2020","2020","ha","8","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01441","Linseed","2020","2020","kg/ha","782.9","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01441","Linseed","2020","2020","t","6.42","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5312","Area harvested","01441","Linseed","2021","2021","ha","8","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01441","Linseed","2021","2021","kg/ha","771.9","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01441","Linseed","2021","2021","t","6.26","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5312","Area harvested","01441","Linseed","2022","2022","ha","10","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01441","Linseed","2022","2022","kg/ha","727","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01441","Linseed","2022","2022","t","7.27","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5312","Area harvested","01441","Linseed","2023","2023","ha","19","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01441","Linseed","2023","2023","kg/ha","819.5","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01441","Linseed","2023","2023","t","15.57","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5312","Area harvested","01356","Locust beans (carobs)","2016","2016","ha","0","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01356","Locust beans (carobs)","2016","2016","t","0","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5312","Area harvested","01356","Locust beans (carobs)","2017","2017","ha","0","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01356","Locust beans (carobs)","2017","2017","t","0","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5312","Area harvested","01356","Locust beans (carobs)","2018","2018","ha","76","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01356","Locust beans (carobs)","2018","2018","kg/ha","3947.4","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01356","Locust beans (carobs)","2018","2018","t","300","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5312","Area harvested","01356","Locust beans (carobs)","2019","2019","ha","66","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01356","Locust beans (carobs)","2019","2019","kg/ha","3950","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01356","Locust beans (carobs)","2019","2019","t","260.7","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5312","Area harvested","01356","Locust beans (carobs)","2020","2020","ha","85","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01356","Locust beans (carobs)","2020","2020","kg/ha","3901.9","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01356","Locust beans (carobs)","2020","2020","t","332.64","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5312","Area harvested","01356","Locust beans (carobs)","2021","2021","ha","80","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01356","Locust beans (carobs)","2021","2021","kg/ha","3919.2","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01356","Locust beans (carobs)","2021","2021","t","311.93","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5312","Area harvested","01356","Locust beans (carobs)","2022","2022","ha","102","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01356","Locust beans (carobs)","2022","2022","kg/ha","4208.7","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01356","Locust beans (carobs)","2022","2022","t","427.6","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5312","Area harvested","01356","Locust beans (carobs)","2023","2023","ha","78","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01356","Locust beans (carobs)","2023","2023","kg/ha","3184.6","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01356","Locust beans (carobs)","2023","2023","t","248.4","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5312","Area harvested","0112","Maize (corn)","2016","2016","ha","7598185","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","0112","Maize (corn)","2016","2016","kg/ha","3718","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","0112","Maize (corn)","2016","2016","t","28250160","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5312","Area harvested","0112","Maize (corn)","2017","2017","ha","7327679","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","0112","Maize (corn)","2017","2017","kg/ha","3788.8","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","0112","Maize (corn)","2017","2017","t","27763203.33","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5312","Area harvested","0112","Maize (corn)","2018","2018","ha","7122562","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","0112","Maize (corn)","2018","2018","kg/ha","3814.6","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","0112","Maize (corn)","2018","2018","t","27169400","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5312","Area harvested","0112","Maize (corn)","2019","2019","ha","6690449","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","0112","Maize (corn)","2019","2019","kg/ha","4069.7","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","0112","Maize (corn)","2019","2019","t","27228242.42","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5312","Area harvested","0112","Maize (corn)","2020","2020","ha","7156391","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","0112","Maize (corn)","2020","2020","kg/ha","3832.2","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","0112","Maize (corn)","2020","2020","t","27424527.55","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5312","Area harvested","0112","Maize (corn)","2021","2021","ha","7139621","A","Official figure",""
