Domain Code,Domain,Area Code (M49),Area,Indicator Code,Indicator,Sex Code,Sex,Year Code,Year,Element Code,Element,Source Code,Source,Unit,Value,Flag,Flag Description,Note
"OEA","Employment Indicators: Agriculture and agrifood systems","484","Mexico","21155","Share of employment in agriculture in total employment","2","Male","2018","2018","6121","Value","3023","Labour force survey","%","18.6","X","Figure from external organization","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture and agrifood systems","484","Mexico","21155","Share of employment in agriculture in total employment","2","Male","2019","2019","6121","Value","3023","Labour force survey","%","18.2","X","Figure from external organization","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture and agrifood systems","484","Mexico","21155","Share of employment in agriculture in total employment","2","Male","2020","2020","6121","Value","3023","Labour force survey","%","18.3","X","Figure from external organization","Break in series: Methodology revised Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture and agrifood systems","484","Mexico","21155","Share of employment in agriculture in total employment","2","Male","2021","2021","6121","Value","3023","Labour force survey","%","18.3","X","Figure from external organization","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture and agrifood systems","484","Mexico","21155","Share of employment in agriculture in total employment","2","Male","2022","2022","6121","Value","3023","Labour force survey","%","17.4","X","Figure from external organization","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture and agrifood systems","484","Mexico","21155","Share of employment in agriculture in total employment","2","Male","2023","2023","6121","Value","3023","Labour force survey","%","16.6","X","Figure from external organization","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture and agrifood systems","484","Mexico","21155","Share of employment in agriculture in total employment","3","Female","2016","2016","6121","Value","3023","Labour force survey","%","4.2","X","Figure from external organization","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture and agrifood systems","484","Mexico","21155","Share of employment in agriculture in total employment","3","Female","2017","2017","6121","Value","3023","Labour force survey","%","4.4","X","Figure from external organization","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture and agrifood systems","484","Mexico","21155","Share of employment in agriculture in total employment","3","Female","2018","2018","6121","Value","3023","Labour force survey","%","4.2","X","Figure from external organization","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture and agrifood systems","484","Mexico","21155","Share of employment in agriculture in total employment","3","Female","2019","2019","6121","Value","3023","Labour force survey","%","4.2","X","Figure from external organization","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture and agrifood systems","484","Mexico","21155","Share of employment in agriculture in total employment","3","Female","2020","2020","6121","Value","3023","Labour force survey","%","4.4","X","Figure from external organization","Break in series: Methodology revised Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture and agrifood systems","484","Mexico","21155","Share of employment in agriculture in total employment","3","Female","2021","2021","6121","Value","3023","Labour force survey","%","4.9","X","Figure from external organization","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture and agrifood systems","484","Mexico","21155","Share of employment in agriculture in total employment","3","Female","2022","2022","6121","Value","3023","Labour force survey","%","4.9","X","Figure from external organization","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture and agrifood systems","484","Mexico","21155","Share of employment in agriculture in total employment","3","Female","2023","2023","6121","Value","3023","Labour force survey","%","4.7","X","Figure from external organization","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture and agrifood systems","484","Mexico","21126","Share of employment in crop and animal production, hunting and related service activities","1","Total","2016","2016","6121","Value","3023","Labour force survey","%","92.92","X","Figure from external organization","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture and agrifood systems","484","Mexico","21126","Share of employment in crop and animal production, hunting and related service activities","1","Total","2017","2017","6121","Value","3023","Labour force survey","%","92.88","X","Figure from external organization","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture and agrifood systems","484","Mexico","21126","Share of employment in crop and animal production, hunting and related service activities","1","Total","2018","2018","6121","Value","3023","Labour force survey","%","92.75","X","Figure from external organization","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture and agrifood systems","484","Mexico","21126","Share of employment in crop and animal production, hunting and related service activities","1","Total","2019","2019","6121","Value","3023","Labour force survey","%","92.25","X","Figure from external organization","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture and agrifood systems","484","Mexico","21126","Share of employment in crop and animal production, hunting and related service activities","1","Total","2020","2020","6121","Value","3023","Labour force survey","%","93.03","X","Figure from external organization","Break in series: Methodology revised Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture and agrifood systems","484","Mexico","21126","Share of employment in crop and animal production, hunting and related service activities","1","Total","2021","2021","6121","Value","3023","Labour force survey","%","92.18","X","Figure from external organization","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture and agrifood systems","484","Mexico","21126","Share of employment in crop and animal production, hunting and related service activities","1","Total","2022","2022","6121","Value","3023","Labour force survey","%","92.57","X","Figure from external organization","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture and agrifood systems","484","Mexico","21126","Share of employment in crop and animal production, hunting and related service activities","1","Total","2023","2023","6121","Value","3023","Labour force survey","%","91.64","X","Figure from external organization","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture and agrifood systems","484","Mexico","21114","Share of employment in forestry and logging","1","Total","2016","2016","6121","Value","3023","Labour force survey","%","2.34","X","Figure from external organization","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture and agrifood systems","484","Mexico","21114","Share of employment in forestry and logging","1","Total","2017","2017","6121","Value","3023","Labour force survey","%","2.28","X","Figure from external organization","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture and agrifood systems","484","Mexico","21114","Share of employment in forestry and logging","1","Total","2018","2018","6121","Value","3023","Labour force survey","%","2.32","X","Figure from external organization","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture and agrifood systems","484","Mexico","21114","Share of employment in forestry and logging","1","Total","2019","2019","6121","Value","3023","Labour force survey","%","2.6","X","Figure from external organization","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture and agrifood systems","484","Mexico","21114","Share of employment in forestry and logging","1","Total","2020","2020","6121","Value","3023","Labour force survey","%","2.06","X","Figure from external organization","Break in series: Methodology revised Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture and agrifood systems","484","Mexico","21114","Share of employment in forestry and logging","1","Total","2021","2021","6121","Value","3023","Labour force survey","%","2.49","X","Figure from external organization","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture and agrifood systems","484","Mexico","21114","Share of employment in forestry and logging","1","Total","2022","2022","6121","Value","3023","Labour force survey","%","2.69","X","Figure from external organization","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture and agrifood systems","484","Mexico","21114","Share of employment in forestry and logging","1","Total","2023","2023","6121","Value","3023","Labour force survey","%","3.19","X","Figure from external organization","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture and agrifood systems","484","Mexico","21118","Share of employment in fishing and aquaculture","1","Total","2016","2016","6121","Value","3023","Labour force survey","%","4.74","X","Figure from external organization","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture and agrifood systems","484","Mexico","21118","Share of employment in fishing and aquaculture","1","Total","2017","2017","6121","Value","3023","Labour force survey","%","4.84","X","Figure from external organization","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture and agrifood systems","484","Mexico","21118","Share of employment in fishing and aquaculture","1","Total","2018","2018","6121","Value","3023","Labour force survey","%","4.92","X","Figure from external organization","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture and agrifood systems","484","Mexico","21118","Share of employment in fishing and aquaculture","1","Total","2019","2019","6121","Value","3023","Labour force survey","%","5.15","X","Figure from external organization","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture and agrifood systems","484","Mexico","21118","Share of employment in fishing and aquaculture","1","Total","2020","2020","6121","Value","3023","Labour force survey","%","4.91","X","Figure from external organization","Break in series: Methodology revised Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture and agrifood systems","484","Mexico","21118","Share of employment in fishing and aquaculture","1","Total","2021","2021","6121","Value","3023","Labour force survey","%","5.32","X","Figure from external organization","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture and agrifood systems","484","Mexico","21118","Share of employment in fishing and aquaculture","1","Total","2022","2022","6121","Value","3023","Labour force survey","%","4.74","X","Figure from external organization","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture and agrifood systems","484","Mexico","21118","Share of employment in fishing and aquaculture","1","Total","2023","2023","6121","Value","3023","Labour force survey","%","5.17","X","Figure from external organization","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture and agrifood systems","484","Mexico","21118","Share of employment in fishing and aquaculture","3","Female","2016","2016","6121","Value","3023","Labour force survey","%","11.79","X","Figure from external organization","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture and agrifood systems","484","Mexico","21118","Share of employment in fishing and aquaculture","3","Female","2017","2017","6121","Value","3023","Labour force survey","%","10.7","X","Figure from external organization","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture and agrifood systems","484","Mexico","21118","Share of employment in fishing and aquaculture","3","Female","2018","2018","6121","Value","3023","Labour force survey","%","11.45","X","Figure from external organization","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture and agrifood systems","484","Mexico","21118","Share of employment in fishing and aquaculture","3","Female","2019","2019","6121","Value","3023","Labour force survey","%","11.26","X","Figure from external organization","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture and agrifood systems","484","Mexico","21118","Share of employment in fishing and aquaculture","3","Female","2020","2020","6121","Value","3023","Labour force survey","%","14.13","X","Figure from external organization","Break in series: Methodology revised Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture and agrifood systems","484","Mexico","21118","Share of employment in fishing and aquaculture","3","Female","2021","2021","6121","Value","3023","Labour force survey","%","10.93","X","Figure from external organization","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture and agrifood systems","484","Mexico","21118","Share of employment in fishing and aquaculture","3","Female","2022","2022","6121","Value","3023","Labour force survey","%","10.5","X","Figure from external organization","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture and agrifood systems","484","Mexico","21118","Share of employment in fishing and aquaculture","3","Female","2023","2023","6121","Value","3023","Labour force survey","%","10.45","X","Figure from external organization","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture and agrifood systems","484","Mexico","21158","Share of females in total employment in agriculture","3","Female","2016","2016","6121","Value","3023","Labour force survey","%","12.07","X","Figure from external organization","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture and agrifood systems","484","Mexico","21158","Share of females in total employment in agriculture","3","Female","2017","2017","6121","Value","3023","Labour force survey","%","12.42","X","Figure from external organization","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture and agrifood systems","484","Mexico","21158","Share of females in total employment in agriculture","3","Female","2018","2018","6121","Value","3023","Labour force survey","%","12.23","X","Figure from external organization","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture and agrifood systems","484","Mexico","21158","Share of females in total employment in agriculture","3","Female","2019","2019","6121","Value","3023","Labour force survey","%","12.96","X","Figure from external organization","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture and agrifood systems","484","Mexico","21158","Share of females in total employment in agriculture","3","Female","2020","2020","6121","Value","3023","Labour force survey","%","13.31","X","Figure from external organization","Break in series: Methodology revised Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture and agrifood systems","484","Mexico","21158","Share of females in total employment in agriculture","3","Female","2021","2021","6121","Value","3023","Labour force survey","%","14.55","X","Figure from external organization","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture and agrifood systems","484","Mexico","21158","Share of females in total employment in agriculture","3","Female","2022","2022","6121","Value","3023","Labour force survey","%","15.8","X","Figure from external organization","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture and agrifood systems","484","Mexico","21158","Share of females in total employment in agriculture","3","Female","2023","2023","6121","Value","3023","Labour force survey","%","16.24","X","Figure from external organization","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture and agrifood systems","484","Mexico","21152","Share of employees in agriculture in total employees","1","Total","2016","2016","6121","Value","3023","Labour force survey","%","8.77","X","Figure from external organization","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture and agrifood systems","484","Mexico","21152","Share of employees in agriculture in total employees","1","Total","2017","2017","6121","Value","3023","Labour force survey","%","8.68","X","Figure from external organization","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture and agrifood systems","484","Mexico","21152","Share of employees in agriculture in total employees","1","Total","2018","2018","6121","Value","3023","Labour force survey","%","8.61","X","Figure from external organization","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture and agrifood systems","484","Mexico","21152","Share of employees in agriculture in total employees","1","Total","2019","2019","6121","Value","3023","Labour force survey","%","8.64","X","Figure from external organization","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture and agrifood systems","484","Mexico","21152","Share of employees in agriculture in total employees","1","Total","2020","2020","6121","Value","3023","Labour force survey","%","8.49","X","Figure from external organization","Break in series: Methodology revised Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture and agrifood systems","484","Mexico","21152","Share of employees in agriculture in total employees","1","Total","2021","2021","6121","Value","3023","Labour force survey","%","9.08","X","Figure from external organization","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture and agrifood systems","484","Mexico","21152","Share of employees in agriculture in total employees","1","Total","2022","2022","6121","Value","3023","Labour force survey","%","8.48","X","Figure from external organization","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture and agrifood systems","484","Mexico","21152","Share of employees in agriculture in total employees","1","Total","2023","2023","6121","Value","3023","Labour force survey","%","8.09","X","Figure from external organization","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture and agrifood systems","484","Mexico","21152","Share of employees in agriculture in total employees","2","Male","2016","2016","6121","Value","3023","Labour force survey","%","12.43","X","Figure from external organization","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture and agrifood systems","484","Mexico","21152","Share of employees in agriculture in total employees","2","Male","2017","2017","6121","Value","3023","Labour force survey","%","12.36","X","Figure from external organization","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture and agrifood systems","484","Mexico","21152","Share of employees in agriculture in total employees","2","Male","2018","2018","6121","Value","3023","Labour force survey","%","12.2","X","Figure from external organization","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture and agrifood systems","484","Mexico","21152","Share of employees in agriculture in total employees","2","Male","2019","2019","6121","Value","3023","Labour force survey","%","12.33","X","Figure from external organization","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture and agrifood systems","484","Mexico","21152","Share of employees in agriculture in total employees","2","Male","2020","2020","6121","Value","3023","Labour force survey","%","12.09","X","Figure from external organization","Break in series: Methodology revised Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture and agrifood systems","484","Mexico","21152","Share of employees in agriculture in total employees","2","Male","2021","2021","6121","Value","3023","Labour force survey","%","12.61","X","Figure from external organization","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture and agrifood systems","484","Mexico","21152","Share of employees in agriculture in total employees","2","Male","2022","2022","6121","Value","3023","Labour force survey","%","11.82","X","Figure from external organization","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture and agrifood systems","484","Mexico","21152","Share of employees in agriculture in total employees","2","Male","2023","2023","6121","Value","3023","Labour force survey","%","11.35","X","Figure from external organization","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture and agrifood systems","484","Mexico","21152","Share of employees in agriculture in total employees","3","Female","2016","2016","6121","Value","3023","Labour force survey","%","2.71","X","Figure from external organization","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture and agrifood systems","484","Mexico","21152","Share of employees in agriculture in total employees","3","Female","2017","2017","6121","Value","3023","Labour force survey","%","2.67","X","Figure from external organization","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture and agrifood systems","484","Mexico","21152","Share of employees in agriculture in total employees","3","Female","2018","2018","6121","Value","3023","Labour force survey","%","2.82","X","Figure from external organization","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture and agrifood systems","484","Mexico","21152","Share of employees in agriculture in total employees","3","Female","2019","2019","6121","Value","3023","Labour force survey","%","2.79","X","Figure from external organization","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture and agrifood systems","484","Mexico","21152","Share of employees in agriculture in total employees","3","Female","2020","2020","6121","Value","3023","Labour force survey","%","2.94","X","Figure from external organization","Break in series: Methodology revised Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture and agrifood systems","484","Mexico","21152","Share of employees in agriculture in total employees","3","Female","2021","2021","6121","Value","3023","Labour force survey","%","3.52","X","Figure from external organization","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture and agrifood systems","484","Mexico","21152","Share of employees in agriculture in total employees","3","Female","2022","2022","6121","Value","3023","Labour force survey","%","3.41","X","Figure from external organization","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture and agrifood systems","484","Mexico","21152","Share of employees in agriculture in total employees","3","Female","2023","2023","6121","Value","3023","Labour force survey","%","3.31","X","Figure from external organization","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture and agrifood systems","484","Mexico","21157","Share of female employees in total employees in agriculture","3","Female","2016","2016","6121","Value","3023","Labour force survey","%","11.66","X","Figure from external organization","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture and agrifood systems","484","Mexico","21157","Share of female employees in total employees in agriculture","3","Female","2017","2017","6121","Value","3023","Labour force survey","%","11.7","X","Figure from external organization","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture and agrifood systems","484","Mexico","21157","Share of female employees in total employees in agriculture","3","Female","2018","2018","6121","Value","3023","Labour force survey","%","12.5","X","Figure from external organization","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture and agrifood systems","484","Mexico","21157","Share of female employees in total employees in agriculture","3","Female","2019","2019","6121","Value","3023","Labour force survey","%","12.48","X","Figure from external organization","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture and agrifood systems","484","Mexico","21157","Share of female employees in total employees in agriculture","3","Female","2020","2020","6121","Value","3023","Labour force survey","%","13.65","X","Figure from external organization","Break in series: Methodology revised Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture and agrifood systems","484","Mexico","21157","Share of female employees in total employees in agriculture","3","Female","2021","2021","6121","Value","3023","Labour force survey","%","15.06","X","Figure from external organization","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture and agrifood systems","484","Mexico","21157","Share of female employees in total employees in agriculture","3","Female","2022","2022","6121","Value","3023","Labour force survey","%","15.97","X","Figure from external organization","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture and agrifood systems","484","Mexico","21157","Share of female employees in total employees in agriculture","3","Female","2023","2023","6121","Value","3023","Labour force survey","%","16.63","X","Figure from external organization","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture and agrifood systems","840","United States of America","21160","Total employment in agrifood systems (AFS)","1","Total","2016","2016","6199","Value","3044","FAO Model","1000 No","18732.54","E","Estimated value","Modelled using ISIC shares"
"OEA","Employment Indicators: Agriculture and agrifood systems","840","United States of America","21160","Total employment in agrifood systems (AFS)","1","Total","2017","2017","6199","Value","3044","FAO Model","1000 No","18886.57","E","Estimated value","Modelled using ISIC shares"
"OEA","Employment Indicators: Agriculture and agrifood systems","840","United States of America","21160","Total employment in agrifood systems (AFS)","1","Total","2018","2018","6199","Value","3044","FAO Model","1000 No","18962.75","E","Estimated value","Modelled using ISIC shares"
"OEA","Employment Indicators: Agriculture and agrifood systems","840","United States of America","21160","Total employment in agrifood systems (AFS)","1","Total","2019","2019","6199","Value","3044","FAO Model","1000 No","19386.26","E","Estimated value","Modelled using ISIC shares"
"OEA","Employment Indicators: Agriculture and agrifood systems","840","United States of America","21160","Total employment in agrifood systems (AFS)","1","Total","2020","2020","6199","Value","3044","FAO Model","1000 No","16778.63","E","Estimated value","Modelled using ISIC shares"
"OEA","Employment Indicators: Agriculture and agrifood systems","840","United States of America","21160","Total employment in agrifood systems (AFS)","1","Total","2021","2021","6199","Value","3044","FAO Model","1000 No","17706.45","E","Estimated value","Modelled using ISIC shares"
"OEA","Employment Indicators: Agriculture and agrifood systems","840","United States of America","21160","Total employment in agrifood systems (AFS)","1","Total","2022","2022","6199","Value","3044","FAO Model","1000 No","18289.85","E","Estimated value","Modelled using ISIC shares"
"OEA","Employment Indicators: Agriculture and agrifood systems","840","United States of America","21163","Total non-agricultural AFS employment","1","Total","2016","2016","6199","Value","3044","FAO Model","1000 No","15914.01","E","Estimated value","Modelled using ISIC shares"
"OEA","Employment Indicators: Agriculture and agrifood systems","840","United States of America","21163","Total non-agricultural AFS employment","1","Total","2017","2017","6199","Value","3044","FAO Model","1000 No","16037.8","E","Estimated value","Modelled using ISIC shares"
"OEA","Employment Indicators: Agriculture and agrifood systems","840","United States of America","21163","Total non-agricultural AFS employment","1","Total","2018","2018","6199","Value","3044","FAO Model","1000 No","16165.87","E","Estimated value","Modelled using ISIC shares"
"OEA","Employment Indicators: Agriculture and agrifood systems","840","United States of America","21163","Total non-agricultural AFS employment","1","Total","2019","2019","6199","Value","3044","FAO Model","1000 No","16590.36","E","Estimated value","Modelled using ISIC shares"
"OEA","Employment Indicators: Agriculture and agrifood systems","840","United States of America","21163","Total non-agricultural AFS employment","1","Total","2020","2020","6199","Value","3044","FAO Model","1000 No","14040.68","E","Estimated value","Modelled using ISIC shares"
"OEA","Employment Indicators: Agriculture and agrifood systems","840","United States of America","21163","Total non-agricultural AFS employment","1","Total","2021","2021","6199","Value","3044","FAO Model","1000 No","15012.02","E","Estimated value","Modelled using ISIC shares"
"OEA","Employment Indicators: Agriculture and agrifood systems","840","United States of America","21163","Total non-agricultural AFS employment","1","Total","2022","2022","6199","Value","3044","FAO Model","1000 No","15583.82","E","Estimated value","Modelled using ISIC shares"
"OEA","Employment Indicators: Agriculture and agrifood systems","840","United States of America","21161","Share of AFS employment in total employment","1","Total","2016","2016","6121","Value","3044","FAO Model","%","11.84","X","Figure from external organization","Modelled using ISIC shares"
"OEA","Employment Indicators: Agriculture and agrifood systems","840","United States of America","21161","Share of AFS employment in total employment","1","Total","2017","2017","6121","Value","3044","FAO Model","%","11.72","X","Figure from external organization","Modelled using ISIC shares"
"OEA","Employment Indicators: Agriculture and agrifood systems","840","United States of America","21161","Share of AFS employment in total employment","1","Total","2018","2018","6121","Value","3044","FAO Model","%","11.59","X","Figure from external organization","Modelled using ISIC shares"
"OEA","Employment Indicators: Agriculture and agrifood systems","840","United States of America","21161","Share of AFS employment in total employment","1","Total","2019","2019","6121","Value","3044","FAO Model","%","11.65","X","Figure from external organization","Modelled using ISIC shares"
"OEA","Employment Indicators: Agriculture and agrifood systems","840","United States of America","21161","Share of AFS employment in total employment","1","Total","2020","2020","6121","Value","3044","FAO Model","%","10.7","X","Figure from external organization","Modelled using ISIC shares"
"OEA","Employment Indicators: Agriculture and agrifood systems","840","United States of America","21161","Share of AFS employment in total employment","1","Total","2021","2021","6121","Value","3044","FAO Model","%","10.92","X","Figure from external organization","Modelled using ISIC shares"
"OEA","Employment Indicators: Agriculture and agrifood systems","840","United States of America","21161","Share of AFS employment in total employment","1","Total","2022","2022","6121","Value","3044","FAO Model","%","10.95","X","Figure from external organization","Modelled using ISIC shares"
"OEA","Employment Indicators: Agriculture and agrifood systems","840","United States of America","21162","Share of agricultural employment in total AFS employment","1","Total","2016","2016","6121","Value","3044","FAO Model","%","15.05","X","Figure from external organization","ILO Modelled Estimates"
"OEA","Employment Indicators: Agriculture and agrifood systems","840","United States of America","21162","Share of agricultural employment in total AFS employment","1","Total","2017","2017","6121","Value","3044","FAO Model","%","15.08","X","Figure from external organization","ILO Modelled Estimates"
"OEA","Employment Indicators: Agriculture and agrifood systems","840","United States of America","21162","Share of agricultural employment in total AFS employment","1","Total","2018","2018","6121","Value","3044","FAO Model","%","14.75","X","Figure from external organization","ILO Modelled Estimates"
"OEA","Employment Indicators: Agriculture and agrifood systems","840","United States of America","21162","Share of agricultural employment in total AFS employment","1","Total","2019","2019","6121","Value","3044","FAO Model","%","14.42","X","Figure from external organization","ILO Modelled Estimates"
"OEA","Employment Indicators: Agriculture and agrifood systems","840","United States of America","21162","Share of agricultural employment in total AFS employment","1","Total","2020","2020","6121","Value","3044","FAO Model","%","16.32","X","Figure from external organization","ILO Modelled Estimates"
"OEA","Employment Indicators: Agriculture and agrifood systems","840","United States of America","21162","Share of agricultural employment in total AFS employment","1","Total","2021","2021","6121","Value","3044","FAO Model","%","15.22","X","Figure from external organization","ILO Modelled Estimates"
"OEA","Employment Indicators: Agriculture and agrifood systems","840","United States of America","21162","Share of agricultural employment in total AFS employment","1","Total","2022","2022","6121","Value","3044","FAO Model","%","14.8","X","Figure from external organization","ILO Modelled Estimates"
"OEA","Employment Indicators: Agriculture and agrifood systems","840","United States of America","21164","Share of non-agricultural AFS employment in total AFS employment","1","Total","2016","2016","6121","Value","3044","FAO Model","%","84.95","E","Estimated value","Modelled using ISIC shares"
"OEA","Employment Indicators: Agriculture and agrifood systems","840","United States of America","21164","Share of non-agricultural AFS employment in total AFS employment","1","Total","2017","2017","6121","Value","3044","FAO Model","%","84.92","E","Estimated value","Modelled using ISIC shares"
"OEA","Employment Indicators: Agriculture and agrifood systems","840","United States of America","21164","Share of non-agricultural AFS employment in total AFS employment","1","Total","2018","2018","6121","Value","3044","FAO Model","%","85.25","E","Estimated value","Modelled using ISIC shares"
"OEA","Employment Indicators: Agriculture and agrifood systems","840","United States of America","21164","Share of non-agricultural AFS employment in total AFS employment","1","Total","2019","2019","6121","Value","3044","FAO Model","%","85.58","E","Estimated value","Modelled using ISIC shares"
"OEA","Employment Indicators: Agriculture and agrifood systems","840","United States of America","21164","Share of non-agricultural AFS employment in total AFS employment","1","Total","2020","2020","6121","Value","3044","FAO Model","%","83.68","E","Estimated value","Modelled using ISIC shares"
"OEA","Employment Indicators: Agriculture and agrifood systems","840","United States of America","21164","Share of non-agricultural AFS employment in total AFS employment","1","Total","2021","2021","6121","Value","3044","FAO Model","%","84.78","E","Estimated value","Modelled using ISIC shares"
