Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Months Code,Months,Year Code,Year,Unit,Value,Flag,Flag Description
"ET","Temperature change on land","484","Mexico","7271","Temperature change","7017","Mar–Apr–May","2021","2021","°c","1.36","E","Estimated value"
"ET","Temperature change on land","484","Mexico","7271","Temperature change","7017","Mar–Apr–May","2022","2022","°c","1.568","E","Estimated value"
"ET","Temperature change on land","484","Mexico","7271","Temperature change","7017","Mar–Apr–May","2023","2023","°c","1.23","E","Estimated value"
"ET","Temperature change on land","484","Mexico","6078","Standard Deviation","7017","Mar–Apr–May","2016","2016","°c","0.372","E","Estimated value"
"ET","Temperature change on land","484","Mexico","6078","Standard Deviation","7017","Mar–Apr–May","2017","2017","°c","0.372","E","Estimated value"
"ET","Temperature change on land","484","Mexico","6078","Standard Deviation","7017","Mar–Apr–May","2018","2018","°c","0.372","E","Estimated value"
"ET","Temperature change on land","484","Mexico","6078","Standard Deviation","7017","Mar–Apr–May","2019","2019","°c","0.372","E","Estimated value"
"ET","Temperature change on land","484","Mexico","6078","Standard Deviation","7017","Mar–Apr–May","2020","2020","°c","0.372","E","Estimated value"
"ET","Temperature change on land","484","Mexico","6078","Standard Deviation","7017","Mar–Apr–May","2021","2021","°c","0.372","E","Estimated value"
"ET","Temperature change on land","484","Mexico","6078","Standard Deviation","7017","Mar–Apr–May","2022","2022","°c","0.372","E","Estimated value"
"ET","Temperature change on land","484","Mexico","6078","Standard Deviation","7017","Mar–Apr–May","2023","2023","°c","0.372","E","Estimated value"
"ET","Temperature change on land","484","Mexico","7271","Temperature change","7018","Jun–Jul–Aug","2016","2016","°c","1.032","E","Estimated value"
"ET","Temperature change on land","484","Mexico","7271","Temperature change","7018","Jun–Jul–Aug","2017","2017","°c","1.117","E","Estimated value"
"ET","Temperature change on land","484","Mexico","7271","Temperature change","7018","Jun–Jul–Aug","2018","2018","°c","1.176","E","Estimated value"
"ET","Temperature change on land","484","Mexico","7271","Temperature change","7018","Jun–Jul–Aug","2019","2019","°c","1.636","E","Estimated value"
"ET","Temperature change on land","484","Mexico","7271","Temperature change","7018","Jun–Jul–Aug","2020","2020","°c","1.492","E","Estimated value"
"ET","Temperature change on land","484","Mexico","7271","Temperature change","7018","Jun–Jul–Aug","2021","2021","°c","0.742","E","Estimated value"
"ET","Temperature change on land","484","Mexico","7271","Temperature change","7018","Jun–Jul–Aug","2022","2022","°c","1.206","E","Estimated value"
"ET","Temperature change on land","484","Mexico","7271","Temperature change","7018","Jun–Jul–Aug","2023","2023","°c","2.322","E","Estimated value"
"ET","Temperature change on land","484","Mexico","6078","Standard Deviation","7018","Jun–Jul–Aug","2016","2016","°c","0.401","E","Estimated value"
"ET","Temperature change on land","484","Mexico","6078","Standard Deviation","7018","Jun–Jul–Aug","2017","2017","°c","0.401","E","Estimated value"
"ET","Temperature change on land","484","Mexico","6078","Standard Deviation","7018","Jun–Jul–Aug","2018","2018","°c","0.401","E","Estimated value"
"ET","Temperature change on land","484","Mexico","6078","Standard Deviation","7018","Jun–Jul–Aug","2019","2019","°c","0.401","E","Estimated value"
"ET","Temperature change on land","484","Mexico","6078","Standard Deviation","7018","Jun–Jul–Aug","2020","2020","°c","0.401","E","Estimated value"
"ET","Temperature change on land","484","Mexico","6078","Standard Deviation","7018","Jun–Jul–Aug","2021","2021","°c","0.401","E","Estimated value"
"ET","Temperature change on land","484","Mexico","6078","Standard Deviation","7018","Jun–Jul–Aug","2022","2022","°c","0.401","E","Estimated value"
"ET","Temperature change on land","484","Mexico","6078","Standard Deviation","7018","Jun–Jul–Aug","2023","2023","°c","0.401","E","Estimated value"
"ET","Temperature change on land","484","Mexico","7271","Temperature change","7019","Sep–Oct–Nov","2016","2016","°c","1.521","E","Estimated value"
"ET","Temperature change on land","484","Mexico","7271","Temperature change","7019","Sep–Oct–Nov","2017","2017","°c","1.469","E","Estimated value"
"ET","Temperature change on land","484","Mexico","7271","Temperature change","7019","Sep–Oct–Nov","2018","2018","°c","0.659","E","Estimated value"
"ET","Temperature change on land","484","Mexico","7271","Temperature change","7019","Sep–Oct–Nov","2019","2019","°c","1.43","E","Estimated value"
"ET","Temperature change on land","484","Mexico","7271","Temperature change","7019","Sep–Oct–Nov","2020","2020","°c","1.702","E","Estimated value"
"ET","Temperature change on land","484","Mexico","7271","Temperature change","7019","Sep–Oct–Nov","2021","2021","°c","1.408","E","Estimated value"
"ET","Temperature change on land","484","Mexico","7271","Temperature change","7019","Sep–Oct–Nov","2022","2022","°c","0.529","E","Estimated value"
"ET","Temperature change on land","484","Mexico","7271","Temperature change","7019","Sep–Oct–Nov","2023","2023","°c","1.999","E","Estimated value"
"ET","Temperature change on land","484","Mexico","6078","Standard Deviation","7019","Sep–Oct–Nov","2016","2016","°c","0.377","E","Estimated value"
"ET","Temperature change on land","484","Mexico","6078","Standard Deviation","7019","Sep–Oct–Nov","2017","2017","°c","0.377","E","Estimated value"
"ET","Temperature change on land","484","Mexico","6078","Standard Deviation","7019","Sep–Oct–Nov","2018","2018","°c","0.377","E","Estimated value"
"ET","Temperature change on land","484","Mexico","6078","Standard Deviation","7019","Sep–Oct–Nov","2019","2019","°c","0.377","E","Estimated value"
"ET","Temperature change on land","484","Mexico","6078","Standard Deviation","7019","Sep–Oct–Nov","2020","2020","°c","0.377","E","Estimated value"
"ET","Temperature change on land","484","Mexico","6078","Standard Deviation","7019","Sep–Oct–Nov","2021","2021","°c","0.377","E","Estimated value"
"ET","Temperature change on land","484","Mexico","6078","Standard Deviation","7019","Sep–Oct–Nov","2022","2022","°c","0.377","E","Estimated value"
"ET","Temperature change on land","484","Mexico","6078","Standard Deviation","7019","Sep–Oct–Nov","2023","2023","°c","0.377","E","Estimated value"
"ET","Temperature change on land","484","Mexico","7271","Temperature change","7020","Meteorological year","2016","2016","°c","1.316","E","Estimated value"
"ET","Temperature change on land","484","Mexico","7271","Temperature change","7020","Meteorological year","2017","2017","°c","1.576","E","Estimated value"
"ET","Temperature change on land","484","Mexico","7271","Temperature change","7020","Meteorological year","2018","2018","°c","1.188","E","Estimated value"
"ET","Temperature change on land","484","Mexico","7271","Temperature change","7020","Meteorological year","2019","2019","°c","1.318","E","Estimated value"
"ET","Temperature change on land","484","Mexico","7271","Temperature change","7020","Meteorological year","2020","2020","°c","1.663","E","Estimated value"
"ET","Temperature change on land","484","Mexico","7271","Temperature change","7020","Meteorological year","2021","2021","°c","1.113","E","Estimated value"
"ET","Temperature change on land","484","Mexico","7271","Temperature change","7020","Meteorological year","2022","2022","°c","1.2","E","Estimated value"
"ET","Temperature change on land","484","Mexico","7271","Temperature change","7020","Meteorological year","2023","2023","°c","1.756","E","Estimated value"
"ET","Temperature change on land","484","Mexico","6078","Standard Deviation","7020","Meteorological year","2016","2016","°c","0.235","E","Estimated value"
"ET","Temperature change on land","484","Mexico","6078","Standard Deviation","7020","Meteorological year","2017","2017","°c","0.235","E","Estimated value"
"ET","Temperature change on land","484","Mexico","6078","Standard Deviation","7020","Meteorological year","2018","2018","°c","0.235","E","Estimated value"
"ET","Temperature change on land","484","Mexico","6078","Standard Deviation","7020","Meteorological year","2019","2019","°c","0.235","E","Estimated value"
"ET","Temperature change on land","484","Mexico","6078","Standard Deviation","7020","Meteorological year","2020","2020","°c","0.235","E","Estimated value"
"ET","Temperature change on land","484","Mexico","6078","Standard Deviation","7020","Meteorological year","2021","2021","°c","0.235","E","Estimated value"
"ET","Temperature change on land","484","Mexico","6078","Standard Deviation","7020","Meteorological year","2022","2022","°c","0.235","E","Estimated value"
"ET","Temperature change on land","484","Mexico","6078","Standard Deviation","7020","Meteorological year","2023","2023","°c","0.235","E","Estimated value"
"ET","Temperature change on land","840","United States of America","7271","Temperature change","7001","January","2016","2016","°c","2.691","E","Estimated value"
"ET","Temperature change on land","840","United States of America","7271","Temperature change","7001","January","2017","2017","°c","2.137","E","Estimated value"
"ET","Temperature change on land","840","United States of America","7271","Temperature change","7001","January","2018","2018","°c","1.646","E","Estimated value"
"ET","Temperature change on land","840","United States of America","7271","Temperature change","7001","January","2019","2019","°c","1.865","E","Estimated value"
"ET","Temperature change on land","840","United States of America","7271","Temperature change","7001","January","2020","2020","°c","1.939","E","Estimated value"
"ET","Temperature change on land","840","United States of America","7271","Temperature change","7001","January","2021","2021","°c","3.028","E","Estimated value"
"ET","Temperature change on land","840","United States of America","7271","Temperature change","7001","January","2022","2022","°c","0.782","E","Estimated value"
"ET","Temperature change on land","840","United States of America","7271","Temperature change","7001","January","2023","2023","°c","3.376","E","Estimated value"
"ET","Temperature change on land","840","United States of America","6078","Standard Deviation","7001","January","2016","2016","°c","1.076","E","Estimated value"
"ET","Temperature change on land","840","United States of America","6078","Standard Deviation","7001","January","2017","2017","°c","1.076","E","Estimated value"
"ET","Temperature change on land","840","United States of America","6078","Standard Deviation","7001","January","2018","2018","°c","1.076","E","Estimated value"
"ET","Temperature change on land","840","United States of America","6078","Standard Deviation","7001","January","2019","2019","°c","1.076","E","Estimated value"
"ET","Temperature change on land","840","United States of America","6078","Standard Deviation","7001","January","2020","2020","°c","1.076","E","Estimated value"
"ET","Temperature change on land","840","United States of America","6078","Standard Deviation","7001","January","2021","2021","°c","1.076","E","Estimated value"
"ET","Temperature change on land","840","United States of America","6078","Standard Deviation","7001","January","2022","2022","°c","1.076","E","Estimated value"
"ET","Temperature change on land","840","United States of America","6078","Standard Deviation","7001","January","2023","2023","°c","1.076","E","Estimated value"
"ET","Temperature change on land","840","United States of America","7271","Temperature change","7002","February","2016","2016","°c","3.81","E","Estimated value"
"ET","Temperature change on land","840","United States of America","7271","Temperature change","7002","February","2017","2017","°c","3.536","E","Estimated value"
"ET","Temperature change on land","840","United States of America","7271","Temperature change","7002","February","2018","2018","°c","1.791","E","Estimated value"
"ET","Temperature change on land","840","United States of America","7271","Temperature change","7002","February","2019","2019","°c","0.382","E","Estimated value"
"ET","Temperature change on land","840","United States of America","7271","Temperature change","7002","February","2020","2020","°c","0.854","E","Estimated value"
"ET","Temperature change on land","840","United States of America","7271","Temperature change","7002","February","2021","2021","°c","-1.588","E","Estimated value"
"ET","Temperature change on land","840","United States of America","7271","Temperature change","7002","February","2022","2022","°c","0.411","E","Estimated value"
"ET","Temperature change on land","840","United States of America","7271","Temperature change","7002","February","2023","2023","°c","1.43","E","Estimated value"
"ET","Temperature change on land","840","United States of America","6078","Standard Deviation","7002","February","2016","2016","°c","1.353","E","Estimated value"
"ET","Temperature change on land","840","United States of America","6078","Standard Deviation","7002","February","2017","2017","°c","1.353","E","Estimated value"
"ET","Temperature change on land","840","United States of America","6078","Standard Deviation","7002","February","2018","2018","°c","1.353","E","Estimated value"
"ET","Temperature change on land","840","United States of America","6078","Standard Deviation","7002","February","2019","2019","°c","1.353","E","Estimated value"
"ET","Temperature change on land","840","United States of America","6078","Standard Deviation","7002","February","2020","2020","°c","1.353","E","Estimated value"
"ET","Temperature change on land","840","United States of America","6078","Standard Deviation","7002","February","2021","2021","°c","1.353","E","Estimated value"
"ET","Temperature change on land","840","United States of America","6078","Standard Deviation","7002","February","2022","2022","°c","1.353","E","Estimated value"
"ET","Temperature change on land","840","United States of America","6078","Standard Deviation","7002","February","2023","2023","°c","1.353","E","Estimated value"
"ET","Temperature change on land","840","United States of America","7271","Temperature change","7003","March","2016","2016","°c","3.796","E","Estimated value"
"ET","Temperature change on land","840","United States of America","7271","Temperature change","7003","March","2017","2017","°c","1.863","E","Estimated value"
"ET","Temperature change on land","840","United States of America","7271","Temperature change","7003","March","2018","2018","°c","1.648","E","Estimated value"
"ET","Temperature change on land","840","United States of America","7271","Temperature change","7003","March","2019","2019","°c","1.42","E","Estimated value"
"ET","Temperature change on land","840","United States of America","7271","Temperature change","7003","March","2020","2020","°c","2.561","E","Estimated value"
"ET","Temperature change on land","840","United States of America","7271","Temperature change","7003","March","2021","2021","°c","2.029","E","Estimated value"
"ET","Temperature change on land","840","United States of America","7271","Temperature change","7003","March","2022","2022","°c","2.122","E","Estimated value"
"ET","Temperature change on land","840","United States of America","7271","Temperature change","7003","March","2023","2023","°c","0.359","E","Estimated value"
"ET","Temperature change on land","840","United States of America","6078","Standard Deviation","7003","March","2016","2016","°c","1.121","E","Estimated value"
"ET","Temperature change on land","840","United States of America","6078","Standard Deviation","7003","March","2017","2017","°c","1.121","E","Estimated value"
"ET","Temperature change on land","840","United States of America","6078","Standard Deviation","7003","March","2018","2018","°c","1.121","E","Estimated value"
"ET","Temperature change on land","840","United States of America","6078","Standard Deviation","7003","March","2019","2019","°c","1.121","E","Estimated value"
"ET","Temperature change on land","840","United States of America","6078","Standard Deviation","7003","March","2020","2020","°c","1.121","E","Estimated value"
"ET","Temperature change on land","840","United States of America","6078","Standard Deviation","7003","March","2021","2021","°c","1.121","E","Estimated value"
"ET","Temperature change on land","840","United States of America","6078","Standard Deviation","7003","March","2022","2022","°c","1.121","E","Estimated value"
"ET","Temperature change on land","840","United States of America","6078","Standard Deviation","7003","March","2023","2023","°c","1.121","E","Estimated value"
"ET","Temperature change on land","840","United States of America","7271","Temperature change","7004","April","2016","2016","°c","2.002","E","Estimated value"
"ET","Temperature change on land","840","United States of America","7271","Temperature change","7004","April","2017","2017","°c","1.971","E","Estimated value"
"ET","Temperature change on land","840","United States of America","7271","Temperature change","7004","April","2018","2018","°c","-0.409","E","Estimated value"
"ET","Temperature change on land","840","United States of America","7271","Temperature change","7004","April","2019","2019","°c","1.414","E","Estimated value"
"ET","Temperature change on land","840","United States of America","7271","Temperature change","7004","April","2020","2020","°c","0.45","E","Estimated value"
"ET","Temperature change on land","840","United States of America","7271","Temperature change","7004","April","2021","2021","°c","0.56","E","Estimated value"
"ET","Temperature change on land","840","United States of America","7271","Temperature change","7004","April","2022","2022","°c","0.164","E","Estimated value"
"ET","Temperature change on land","840","United States of America","7271","Temperature change","7004","April","2023","2023","°c","-0.314","E","Estimated value"
"ET","Temperature change on land","840","United States of America","6078","Standard Deviation","7004","April","2016","2016","°c","0.727","E","Estimated value"
"ET","Temperature change on land","840","United States of America","6078","Standard Deviation","7004","April","2017","2017","°c","0.727","E","Estimated value"
"ET","Temperature change on land","840","United States of America","6078","Standard Deviation","7004","April","2018","2018","°c","0.727","E","Estimated value"
"ET","Temperature change on land","840","United States of America","6078","Standard Deviation","7004","April","2019","2019","°c","0.727","E","Estimated value"
"ET","Temperature change on land","840","United States of America","6078","Standard Deviation","7004","April","2020","2020","°c","0.727","E","Estimated value"
"ET","Temperature change on land","840","United States of America","6078","Standard Deviation","7004","April","2021","2021","°c","0.727","E","Estimated value"
"ET","Temperature change on land","840","United States of America","6078","Standard Deviation","7004","April","2022","2022","°c","0.727","E","Estimated value"
"ET","Temperature change on land","840","United States of America","6078","Standard Deviation","7004","April","2023","2023","°c","0.727","E","Estimated value"
"ET","Temperature change on land","840","United States of America","7271","Temperature change","7005","May","2016","2016","°c","0.798","E","Estimated value"
"ET","Temperature change on land","840","United States of America","7271","Temperature change","7005","May","2017","2017","°c","0.538","E","Estimated value"
"ET","Temperature change on land","840","United States of America","7271","Temperature change","7005","May","2018","2018","°c","2.563","E","Estimated value"
"ET","Temperature change on land","840","United States of America","7271","Temperature change","7005","May","2019","2019","°c","0.312","E","Estimated value"
"ET","Temperature change on land","840","United States of America","7271","Temperature change","7005","May","2020","2020","°c","0.923","E","Estimated value"
"ET","Temperature change on land","840","United States of America","7271","Temperature change","7005","May","2021","2021","°c","0.398","E","Estimated value"
"ET","Temperature change on land","840","United States of America","7271","Temperature change","7005","May","2022","2022","°c","1.077","E","Estimated value"
"ET","Temperature change on land","840","United States of America","7271","Temperature change","7005","May","2023","2023","°c","1.194","E","Estimated value"
"ET","Temperature change on land","840","United States of America","6078","Standard Deviation","7005","May","2016","2016","°c","0.535","E","Estimated value"
"ET","Temperature change on land","840","United States of America","6078","Standard Deviation","7005","May","2017","2017","°c","0.535","E","Estimated value"
"ET","Temperature change on land","840","United States of America","6078","Standard Deviation","7005","May","2018","2018","°c","0.535","E","Estimated value"
"ET","Temperature change on land","840","United States of America","6078","Standard Deviation","7005","May","2019","2019","°c","0.535","E","Estimated value"
"ET","Temperature change on land","840","United States of America","6078","Standard Deviation","7005","May","2020","2020","°c","0.535","E","Estimated value"
"ET","Temperature change on land","840","United States of America","6078","Standard Deviation","7005","May","2021","2021","°c","0.535","E","Estimated value"
"ET","Temperature change on land","840","United States of America","6078","Standard Deviation","7005","May","2022","2022","°c","0.535","E","Estimated value"
"ET","Temperature change on land","840","United States of America","6078","Standard Deviation","7005","May","2023","2023","°c","0.535","E","Estimated value"
"ET","Temperature change on land","840","United States of America","7271","Temperature change","7006","June","2016","2016","°c","1.811","E","Estimated value"
"ET","Temperature change on land","840","United States of America","7271","Temperature change","7006","June","2017","2017","°c","1.138","E","Estimated value"
"ET","Temperature change on land","840","United States of America","7271","Temperature change","7006","June","2018","2018","°c","1.511","E","Estimated value"
"ET","Temperature change on land","840","United States of America","7271","Temperature change","7006","June","2019","2019","°c","0.701","E","Estimated value"
"ET","Temperature change on land","840","United States of America","7271","Temperature change","7006","June","2020","2020","°c","1.017","E","Estimated value"
"ET","Temperature change on land","840","United States of America","7271","Temperature change","7006","June","2021","2021","°c","2.069","E","Estimated value"
"ET","Temperature change on land","840","United States of America","7271","Temperature change","7006","June","2022","2022","°c","1.469","E","Estimated value"
"ET","Temperature change on land","840","United States of America","7271","Temperature change","7006","June","2023","2023","°c","0.408","E","Estimated value"
"ET","Temperature change on land","840","United States of America","6078","Standard Deviation","7006","June","2016","2016","°c","0.526","E","Estimated value"
"ET","Temperature change on land","840","United States of America","6078","Standard Deviation","7006","June","2017","2017","°c","0.526","E","Estimated value"
"ET","Temperature change on land","840","United States of America","6078","Standard Deviation","7006","June","2018","2018","°c","0.526","E","Estimated value"
"ET","Temperature change on land","840","United States of America","6078","Standard Deviation","7006","June","2019","2019","°c","0.526","E","Estimated value"
"ET","Temperature change on land","840","United States of America","6078","Standard Deviation","7006","June","2020","2020","°c","0.526","E","Estimated value"
"ET","Temperature change on land","840","United States of America","6078","Standard Deviation","7006","June","2021","2021","°c","0.526","E","Estimated value"
"ET","Temperature change on land","840","United States of America","6078","Standard Deviation","7006","June","2022","2022","°c","0.526","E","Estimated value"
"ET","Temperature change on land","840","United States of America","6078","Standard Deviation","7006","June","2023","2023","°c","0.526","E","Estimated value"
"ET","Temperature change on land","840","United States of America","7271","Temperature change","7007","July","2016","2016","°c","1.116","E","Estimated value"
"ET","Temperature change on land","840","United States of America","7271","Temperature change","7007","July","2017","2017","°c","1.289","E","Estimated value"
"ET","Temperature change on land","840","United States of America","7271","Temperature change","7007","July","2018","2018","°c","1.202","E","Estimated value"
"ET","Temperature change on land","840","United States of America","7271","Temperature change","7007","July","2019","2019","°c","1.078","E","Estimated value"
"ET","Temperature change on land","840","United States of America","7271","Temperature change","7007","July","2020","2020","°c","1.049","E","Estimated value"
"ET","Temperature change on land","840","United States of America","7271","Temperature change","7007","July","2021","2021","°c","0.956","E","Estimated value"
"ET","Temperature change on land","840","United States of America","7271","Temperature change","7007","July","2022","2022","°c","1.354","E","Estimated value"
"ET","Temperature change on land","840","United States of America","7271","Temperature change","7007","July","2023","2023","°c","1.355","E","Estimated value"
"ET","Temperature change on land","840","United States of America","6078","Standard Deviation","7007","July","2016","2016","°c","0.394","E","Estimated value"
"ET","Temperature change on land","840","United States of America","6078","Standard Deviation","7007","July","2017","2017","°c","0.394","E","Estimated value"
"ET","Temperature change on land","840","United States of America","6078","Standard Deviation","7007","July","2018","2018","°c","0.394","E","Estimated value"
"ET","Temperature change on land","840","United States of America","6078","Standard Deviation","7007","July","2019","2019","°c","0.394","E","Estimated value"
"ET","Temperature change on land","840","United States of America","6078","Standard Deviation","7007","July","2020","2020","°c","0.394","E","Estimated value"
"ET","Temperature change on land","840","United States of America","6078","Standard Deviation","7007","July","2021","2021","°c","0.394","E","Estimated value"
"ET","Temperature change on land","840","United States of America","6078","Standard Deviation","7007","July","2022","2022","°c","0.394","E","Estimated value"
"ET","Temperature change on land","840","United States of America","6078","Standard Deviation","7007","July","2023","2023","°c","0.394","E","Estimated value"
"ET","Temperature change on land","840","United States of America","7271","Temperature change","7008","August","2016","2016","°c","1.136","E","Estimated value"
"ET","Temperature change on land","840","United States of America","7271","Temperature change","7008","August","2017","2017","°c","0.131","E","Estimated value"
"ET","Temperature change on land","840","United States of America","7271","Temperature change","7008","August","2018","2018","°c","0.778","E","Estimated value"
"ET","Temperature change on land","840","United States of America","7271","Temperature change","7008","August","2019","2019","°c","1.054","E","Estimated value"
"ET","Temperature change on land","840","United States of America","7271","Temperature change","7008","August","2020","2020","°c","1.482","E","Estimated value"
"ET","Temperature change on land","840","United States of America","7271","Temperature change","7008","August","2021","2021","°c","0.928","E","Estimated value"
"ET","Temperature change on land","840","United States of America","7271","Temperature change","7008","August","2022","2022","°c","1.251","E","Estimated value"
"ET","Temperature change on land","840","United States of America","7271","Temperature change","7008","August","2023","2023","°c","1.472","E","Estimated value"
"ET","Temperature change on land","840","United States of America","6078","Standard Deviation","7008","August","2016","2016","°c","0.348","E","Estimated value"
"ET","Temperature change on land","840","United States of America","6078","Standard Deviation","7008","August","2017","2017","°c","0.348","E","Estimated value"
"ET","Temperature change on land","840","United States of America","6078","Standard Deviation","7008","August","2018","2018","°c","0.348","E","Estimated value"
"ET","Temperature change on land","840","United States of America","6078","Standard Deviation","7008","August","2019","2019","°c","0.348","E","Estimated value"
"ET","Temperature change on land","840","United States of America","6078","Standard Deviation","7008","August","2020","2020","°c","0.348","E","Estimated value"
"ET","Temperature change on land","840","United States of America","6078","Standard Deviation","7008","August","2021","2021","°c","0.348","E","Estimated value"
"ET","Temperature change on land","840","United States of America","6078","Standard Deviation","7008","August","2022","2022","°c","0.348","E","Estimated value"
"ET","Temperature change on land","840","United States of America","6078","Standard Deviation","7008","August","2023","2023","°c","0.348","E","Estimated value"
"ET","Temperature change on land","840","United States of America","7271","Temperature change","7009","September","2016","2016","°c","1.322","E","Estimated value"
"ET","Temperature change on land","840","United States of America","7271","Temperature change","7009","September","2017","2017","°c","0.941","E","Estimated value"
"ET","Temperature change on land","840","United States of America","7271","Temperature change","7009","September","2018","2018","°c","1.662","E","Estimated value"
"ET","Temperature change on land","840","United States of America","7271","Temperature change","7009","September","2019","2019","°c","2.052","E","Estimated value"
"ET","Temperature change on land","840","United States of America","7271","Temperature change","7009","September","2020","2020","°c","0.716","E","Estimated value"
"ET","Temperature change on land","840","United States of America","7271","Temperature change","7009","September","2021","2021","°c","1.273","E","Estimated value"
"ET","Temperature change on land","840","United States of America","7271","Temperature change","7009","September","2022","2022","°c","1.702","E","Estimated value"
"ET","Temperature change on land","840","United States of America","7271","Temperature change","7009","September","2023","2023","°c","1.433","E","Estimated value"
"ET","Temperature change on land","840","United States of America","6078","Standard Deviation","7009","September","2016","2016","°c","0.529","E","Estimated value"
"ET","Temperature change on land","840","United States of America","6078","Standard Deviation","7009","September","2017","2017","°c","0.529","E","Estimated value"
"ET","Temperature change on land","840","United States of America","6078","Standard Deviation","7009","September","2018","2018","°c","0.529","E","Estimated value"
"ET","Temperature change on land","840","United States of America","6078","Standard Deviation","7009","September","2019","2019","°c","0.529","E","Estimated value"
"ET","Temperature change on land","840","United States of America","6078","Standard Deviation","7009","September","2020","2020","°c","0.529","E","Estimated value"
"ET","Temperature change on land","840","United States of America","6078","Standard Deviation","7009","September","2021","2021","°c","0.529","E","Estimated value"
"ET","Temperature change on land","840","United States of America","6078","Standard Deviation","7009","September","2022","2022","°c","0.529","E","Estimated value"
"ET","Temperature change on land","840","United States of America","6078","Standard Deviation","7009","September","2023","2023","°c","0.529","E","Estimated value"
"ET","Temperature change on land","840","United States of America","7271","Temperature change","7010","October","2016","2016","°c","2.048","E","Estimated value"
"ET","Temperature change on land","840","United States of America","7271","Temperature change","7010","October","2017","2017","°c","1.231","E","Estimated value"
"ET","Temperature change on land","840","United States of America","7271","Temperature change","7010","October","2018","2018","°c","0.671","E","Estimated value"
"ET","Temperature change on land","840","United States of America","7271","Temperature change","7010","October","2019","2019","°c","-0.266","E","Estimated value"
"ET","Temperature change on land","840","United States of America","7271","Temperature change","7010","October","2020","2020","°c","0.487","E","Estimated value"
"ET","Temperature change on land","840","United States of America","7271","Temperature change","7010","October","2021","2021","°c","1.517","E","Estimated value"
"ET","Temperature change on land","840","United States of America","7271","Temperature change","7010","October","2022","2022","°c","0.816","E","Estimated value"
"ET","Temperature change on land","840","United States of America","7271","Temperature change","7010","October","2023","2023","°c","1.169","E","Estimated value"
"ET","Temperature change on land","840","United States of America","6078","Standard Deviation","7010","October","2016","2016","°c","0.774","E","Estimated value"
"ET","Temperature change on land","840","United States of America","6078","Standard Deviation","7010","October","2017","2017","°c","0.774","E","Estimated value"
"ET","Temperature change on land","840","United States of America","6078","Standard Deviation","7010","October","2018","2018","°c","0.774","E","Estimated value"
"ET","Temperature change on land","840","United States of America","6078","Standard Deviation","7010","October","2019","2019","°c","0.774","E","Estimated value"
"ET","Temperature change on land","840","United States of America","6078","Standard Deviation","7010","October","2020","2020","°c","0.774","E","Estimated value"
"ET","Temperature change on land","840","United States of America","6078","Standard Deviation","7010","October","2021","2021","°c","0.774","E","Estimated value"
"ET","Temperature change on land","840","United States of America","6078","Standard Deviation","7010","October","2022","2022","°c","0.774","E","Estimated value"
"ET","Temperature change on land","840","United States of America","6078","Standard Deviation","7010","October","2023","2023","°c","0.774","E","Estimated value"
"ET","Temperature change on land","840","United States of America","7271","Temperature change","7011","November","2016","2016","°c","2.893","E","Estimated value"
"ET","Temperature change on land","840","United States of America","7271","Temperature change","7011","November","2017","2017","°c","1.807","E","Estimated value"
"ET","Temperature change on land","840","United States of America","7271","Temperature change","7011","November","2018","2018","°c","-0.018","E","Estimated value"
"ET","Temperature change on land","840","United States of America","7271","Temperature change","7011","November","2019","2019","°c","0.496","E","Estimated value"
"ET","Temperature change on land","840","United States of America","7271","Temperature change","7011","November","2020","2020","°c","2.305","E","Estimated value"
"ET","Temperature change on land","840","United States of America","7271","Temperature change","7011","November","2021","2021","°c","0.714","E","Estimated value"
"ET","Temperature change on land","840","United States of America","7271","Temperature change","7011","November","2022","2022","°c","0.116","E","Estimated value"
"ET","Temperature change on land","840","United States of America","7271","Temperature change","7011","November","2023","2023","°c","1.913","E","Estimated value"
"ET","Temperature change on land","840","United States of America","6078","Standard Deviation","7011","November","2016","2016","°c","0.843","E","Estimated value"
"ET","Temperature change on land","840","United States of America","6078","Standard Deviation","7011","November","2017","2017","°c","0.843","E","Estimated value"
"ET","Temperature change on land","840","United States of America","6078","Standard Deviation","7011","November","2018","2018","°c","0.843","E","Estimated value"
"ET","Temperature change on land","840","United States of America","6078","Standard Deviation","7011","November","2019","2019","°c","0.843","E","Estimated value"
"ET","Temperature change on land","840","United States of America","6078","Standard Deviation","7011","November","2020","2020","°c","0.843","E","Estimated value"
"ET","Temperature change on land","840","United States of America","6078","Standard Deviation","7011","November","2021","2021","°c","0.843","E","Estimated value"
"ET","Temperature change on land","840","United States of America","6078","Standard Deviation","7011","November","2022","2022","°c","0.843","E","Estimated value"
"ET","Temperature change on land","840","United States of America","6078","Standard Deviation","7011","November","2023","2023","°c","0.843","E","Estimated value"
"ET","Temperature change on land","840","United States of America","7271","Temperature change","7012","December","2016","2016","°c","0.475","E","Estimated value"
"ET","Temperature change on land","840","United States of America","7271","Temperature change","7012","December","2017","2017","°c","2.154","E","Estimated value"
"ET","Temperature change on land","840","United States of America","7271","Temperature change","7012","December","2018","2018","°c","1.767","E","Estimated value"
"ET","Temperature change on land","840","United States of America","7271","Temperature change","7012","December","2019","2019","°c","1.995","E","Estimated value"
"ET","Temperature change on land","840","United States of America","7271","Temperature change","7012","December","2020","2020","°c","1.979","E","Estimated value"
